{'loss': 8.2549, 'grad_norm': 586.7279052734375, 'learning_rate': 3e-06, 'epoch': 0.01, 'num_input_tokens_seen': 217088}
{'loss': 8.2676, 'grad_norm': 573.467041015625, 'learning_rate': 6e-06, 'epoch': 0.02, 'num_input_tokens_seen': 425984, 'step': 2, 'step_time_sec': 16.49, 'avg_step_time_sec': 16.49, 'time_to_completion_sec': 296.83, 'estimated_total_time_sec': 329.81, 'step_peak_memory_allocated_MB': 53465.49, 'step_peak_memory_reserved_MB': 76716.0, 'total_peak_memory_allocated_MB': 53465.49, 'total_peak_memory_reserved_MB': 76716.0, 'step_tokens_per_second': 12667.79, 'avg_tokens_per_second': 12667.79}
{'loss': 3.9872, 'grad_norm': 197.32080078125, 'learning_rate': 5.954423259036625e-06, 'epoch': 0.03, 'num_input_tokens_seen': 632832, 'step': 3, 'step_time_sec': 18.41, 'avg_step_time_sec': 17.45, 'time_to_completion_sec': 296.61, 'estimated_total_time_sec': 348.96, 'step_peak_memory_allocated_MB': 54794.61, 'step_peak_memory_reserved_MB': 76716.0, 'total_peak_memory_allocated_MB': 54794.61, 'total_peak_memory_reserved_MB': 76716.0, 'step_tokens_per_second': 11238.56, 'avg_tokens_per_second': 11913.96}
{'loss': 1.9981, 'grad_norm': 111.08031463623047, 'learning_rate': 5.819077862357725e-06, 'epoch': 0.04, 'num_input_tokens_seen': 854016, 'step': 4, 'step_time_sec': 17.56, 'avg_step_time_sec': 17.49, 'time_to_completion_sec': 279.76, 'estimated_total_time_sec': 349.7, 'step_peak_memory_allocated_MB': 57453.22, 'step_peak_memory_reserved_MB': 79490.0, 'total_peak_memory_allocated_MB': 57453.22, 'total_peak_memory_reserved_MB': 79490.0, 'step_tokens_per_second': 12596.0, 'avg_tokens_per_second': 12142.28}
{'loss': 1.6688, 'grad_norm': 45.060428619384766, 'learning_rate': 5.598076211353317e-06, 'epoch': 0.05, 'num_input_tokens_seen': 1085440, 'step': 5, 'step_time_sec': 19.87, 'avg_step_time_sec': 18.08, 'time_to_completion_sec': 271.21, 'estimated_total_time_sec': 361.61, 'step_peak_memory_allocated_MB': 64101.93, 'step_peak_memory_reserved_MB': 79414.0, 'total_peak_memory_allocated_MB': 64101.93, 'total_peak_memory_reserved_MB': 79490.0, 'step_tokens_per_second': 11648.63, 'avg_tokens_per_second': 12006.67}
{'loss': 1.22, 'grad_norm': 23.229124069213867, 'learning_rate': 5.298133329356934e-06, 'epoch': 0.07, 'num_input_tokens_seen': 1304576, 'step': 6, 'step_time_sec': 19.49, 'avg_step_time_sec': 18.36, 'time_to_completion_sec': 257.07, 'estimated_total_time_sec': 367.24, 'step_peak_memory_allocated_MB': 61442.07, 'step_peak_memory_reserved_MB': 79546.0, 'total_peak_memory_allocated_MB': 64101.93, 'total_peak_memory_reserved_MB': 79546.0, 'step_tokens_per_second': 11245.29, 'avg_tokens_per_second': 11845.07}
{'loss': 1.0765, 'grad_norm': 14.964400291442871, 'learning_rate': 4.928362829059618e-06, 'epoch': 0.08, 'num_input_tokens_seen': 1542144, 'step': 7, 'step_time_sec': 19.53, 'avg_step_time_sec': 18.56, 'time_to_completion_sec': 241.23, 'estimated_total_time_sec': 371.12, 'step_peak_memory_allocated_MB': 64101.93, 'step_peak_memory_reserved_MB': 79604.0, 'total_peak_memory_allocated_MB': 64101.93, 'total_peak_memory_reserved_MB': 79604.0, 'step_tokens_per_second': 12166.01, 'avg_tokens_per_second': 11901.36}
{'loss': 1.0688, 'grad_norm': 9.592987060546875, 'learning_rate': 4.5e-06, 'epoch': 0.09, 'num_input_tokens_seen': 1746944, 'step': 8, 'step_time_sec': 18.97, 'avg_step_time_sec': 18.62, 'time_to_completion_sec': 223.38, 'estimated_total_time_sec': 372.3, 'step_peak_memory_allocated_MB': 48150.28, 'step_peak_memory_reserved_MB': 77366.0, 'total_peak_memory_allocated_MB': 64101.93, 'total_peak_memory_reserved_MB': 79604.0, 'step_tokens_per_second': 10796.0, 'avg_tokens_per_second': 11740.44}
{'loss': 1.0183, 'grad_norm': 7.55224609375, 'learning_rate': 4.0260604299770066e-06, 'epoch': 0.1, 'num_input_tokens_seen': 1953792, 'step': 9, 'step_time_sec': 18.92, 'avg_step_time_sec': 18.65, 'time_to_completion_sec': 205.18, 'estimated_total_time_sec': 373.05, 'step_peak_memory_allocated_MB': 62771.94, 'step_peak_memory_reserved_MB': 79314.0, 'total_peak_memory_allocated_MB': 64101.93, 'total_peak_memory_reserved_MB': 79604.0, 'step_tokens_per_second': 10935.64, 'avg_tokens_per_second': 11638.42}
{'loss': 0.9918, 'grad_norm': 8.338594436645508, 'learning_rate': 3.5209445330007917e-06, 'epoch': 0.11, 'num_input_tokens_seen': 2158592, 'step': 10, 'step_time_sec': 18.12, 'avg_step_time_sec': 18.59, 'time_to_completion_sec': 185.94, 'estimated_total_time_sec': 371.88, 'step_peak_memory_allocated_MB': 53465.49, 'step_peak_memory_reserved_MB': 76960.0, 'total_peak_memory_allocated_MB': 64101.93, 'total_peak_memory_reserved_MB': 79604.0, 'step_tokens_per_second': 11300.37, 'avg_tokens_per_second': 11601.81}
{'loss': 0.9871, 'grad_norm': 6.251915454864502, 'learning_rate': 3e-06, 'epoch': 0.12, 'num_input_tokens_seen': 2377728, 'step': 11, 'step_time_sec': 18.94, 'avg_step_time_sec': 18.63, 'time_to_completion_sec': 167.65, 'estimated_total_time_sec': 372.56, 'step_peak_memory_allocated_MB': 61442.07, 'step_peak_memory_reserved_MB': 76960.0, 'total_peak_memory_allocated_MB': 64101.93, 'total_peak_memory_reserved_MB': 79604.0, 'step_tokens_per_second': 11572.01, 'avg_tokens_per_second': 11598.78}
{'loss': 0.9642, 'grad_norm': 5.332848072052002, 'learning_rate': 2.4790554669992093e-06, 'epoch': 0.13, 'num_input_tokens_seen': 2586624, 'step': 12, 'step_time_sec': 19.23, 'avg_step_time_sec': 18.68, 'time_to_completion_sec': 149.46, 'estimated_total_time_sec': 373.65, 'step_peak_memory_allocated_MB': 50807.64, 'step_peak_memory_reserved_MB': 76960.0, 'total_peak_memory_allocated_MB': 64101.93, 'total_peak_memory_reserved_MB': 79604.0, 'step_tokens_per_second': 10865.26, 'avg_tokens_per_second': 11530.16}
