{'loss': 7.9591, 'grad_norm': 569.147705078125, 'learning_rate': 3e-06, 'epoch': 0.0, 'num_input_tokens_seen': 16384}
{'loss': 8.4884, 'grad_norm': 550.2427978515625, 'learning_rate': 6e-06, 'epoch': 0.0, 'num_input_tokens_seen': 30208, 'step': 2, 'step_time_sec': 1.27, 'avg_step_time_sec': 1.27, 'time_to_completion_sec': 22.83, 'estimated_total_time_sec': 25.36, 'step_peak_memory_allocated_MB': 34547.61, 'step_peak_memory_reserved_MB': 41098.0, 'total_peak_memory_allocated_MB': 34547.61, 'total_peak_memory_reserved_MB': 41098.0, 'step_tokens_per_second': 10900.69, 'avg_tokens_per_second': 10900.69}
{'loss': 3.9498, 'grad_norm': 195.67054748535156, 'learning_rate': 5.954423259036625e-06, 'epoch': 0.0, 'num_input_tokens_seen': 46848, 'step': 3, 'step_time_sec': 1.35, 'avg_step_time_sec': 1.31, 'time_to_completion_sec': 22.28, 'estimated_total_time_sec': 26.22, 'step_peak_memory_allocated_MB': 34547.63, 'step_peak_memory_reserved_MB': 41348.0, 'total_peak_memory_allocated_MB': 34547.63, 'total_peak_memory_reserved_MB': 41348.0, 'step_tokens_per_second': 12295.45, 'avg_tokens_per_second': 11620.73}
{'loss': 2.0332, 'grad_norm': 146.60287475585938, 'learning_rate': 5.819077862357725e-06, 'epoch': 0.01, 'num_input_tokens_seen': 62720, 'step': 4, 'step_time_sec': 1.43, 'avg_step_time_sec': 1.35, 'time_to_completion_sec': 21.6, 'estimated_total_time_sec': 27.0, 'step_peak_memory_allocated_MB': 34547.62, 'step_peak_memory_reserved_MB': 41850.0, 'total_peak_memory_allocated_MB': 34547.63, 'total_peak_memory_reserved_MB': 41850.0, 'step_tokens_per_second': 11111.64, 'avg_tokens_per_second': 11441.17}
{'loss': 1.6678, 'grad_norm': 48.05542755126953, 'learning_rate': 5.598076211353317e-06, 'epoch': 0.01, 'num_input_tokens_seen': 81664, 'step': 5, 'step_time_sec': 1.32, 'avg_step_time_sec': 1.34, 'time_to_completion_sec': 20.14, 'estimated_total_time_sec': 26.86, 'step_peak_memory_allocated_MB': 34547.64, 'step_peak_memory_reserved_MB': 41976.0, 'total_peak_memory_allocated_MB': 34547.64, 'total_peak_memory_reserved_MB': 41976.0, 'step_tokens_per_second': 14336.77, 'avg_tokens_per_second': 12153.5}
{'loss': 1.3009, 'grad_norm': 28.19690704345703, 'learning_rate': 5.298133329356934e-06, 'epoch': 0.01, 'num_input_tokens_seen': 102400, 'step': 6, 'step_time_sec': 2.08, 'avg_step_time_sec': 1.49, 'time_to_completion_sec': 20.87, 'estimated_total_time_sec': 29.81, 'step_peak_memory_allocated_MB': 34547.63, 'step_peak_memory_reserved_MB': 41976.0, 'total_peak_memory_allocated_MB': 34547.64, 'total_peak_memory_reserved_MB': 41976.0, 'step_tokens_per_second': 9960.68, 'avg_tokens_per_second': 11541.0}
{'loss': 1.196, 'grad_norm': 48.3065071105957, 'learning_rate': 4.928362829059618e-06, 'epoch': 0.01, 'num_input_tokens_seen': 116480, 'step': 7, 'step_time_sec': 1.27, 'avg_step_time_sec': 1.45, 'time_to_completion_sec': 18.9, 'estimated_total_time_sec': 29.08, 'step_peak_memory_allocated_MB': 34547.64, 'step_peak_memory_reserved_MB': 41976.0, 'total_peak_memory_allocated_MB': 34547.64, 'total_peak_memory_reserved_MB': 41976.0, 'step_tokens_per_second': 11091.24, 'avg_tokens_per_second': 11475.55}
{'loss': 1.2016, 'grad_norm': 26.59576988220215, 'learning_rate': 4.5e-06, 'epoch': 0.01, 'num_input_tokens_seen': 134656, 'step': 8, 'step_time_sec': 1.44, 'avg_step_time_sec': 1.45, 'time_to_completion_sec': 17.43, 'estimated_total_time_sec': 29.05, 'step_peak_memory_allocated_MB': 34547.66, 'step_peak_memory_reserved_MB': 42272.0, 'total_peak_memory_allocated_MB': 34547.66, 'total_peak_memory_reserved_MB': 42272.0, 'step_tokens_per_second': 12584.48, 'avg_tokens_per_second': 11633.08}
{'loss': 1.1261, 'grad_norm': 22.508399963378906, 'learning_rate': 4.0260604299770066e-06, 'epoch': 0.01, 'num_input_tokens_seen': 148480, 'step': 9, 'step_time_sec': 1.32, 'avg_step_time_sec': 1.44, 'time_to_completion_sec': 15.79, 'estimated_total_time_sec': 28.72, 'step_peak_memory_allocated_MB': 34547.61, 'step_peak_memory_reserved_MB': 42272.0, 'total_peak_memory_allocated_MB': 34547.66, 'total_peak_memory_reserved_MB': 42272.0, 'step_tokens_per_second': 10475.18, 'avg_tokens_per_second': 11500.05}
{'loss': 1.0377, 'grad_norm': 10.59205150604248, 'learning_rate': 3.5209445330007917e-06, 'epoch': 0.01, 'num_input_tokens_seen': 166400, 'step': 10, 'step_time_sec': 1.79, 'avg_step_time_sec': 1.47, 'time_to_completion_sec': 14.75, 'estimated_total_time_sec': 29.5, 'step_peak_memory_allocated_MB': 34547.61, 'step_peak_memory_reserved_MB': 42272.0, 'total_peak_memory_allocated_MB': 34547.66, 'total_peak_memory_reserved_MB': 42272.0, 'step_tokens_per_second': 10029.06, 'avg_tokens_per_second': 11302.03}
{'loss': 1.037, 'grad_norm': 9.715761184692383, 'learning_rate': 3e-06, 'epoch': 0.02, 'num_input_tokens_seen': 181760, 'step': 11, 'step_time_sec': 1.32, 'avg_step_time_sec': 1.46, 'time_to_completion_sec': 13.14, 'estimated_total_time_sec': 29.19, 'step_peak_memory_allocated_MB': 34547.6, 'step_peak_memory_reserved_MB': 42272.0, 'total_peak_memory_allocated_MB': 34547.66, 'total_peak_memory_reserved_MB': 42272.0, 'step_tokens_per_second': 11618.82, 'avg_tokens_per_second': 11330.72}
{'loss': 1.0235, 'grad_norm': 9.05097484588623, 'learning_rate': 2.4790554669992093e-06, 'epoch': 0.02, 'num_input_tokens_seen': 196352, 'step': 12, 'step_time_sec': 1.23, 'avg_step_time_sec': 1.44, 'time_to_completion_sec': 11.51, 'estimated_total_time_sec': 28.77, 'step_peak_memory_allocated_MB': 34547.64, 'step_peak_memory_reserved_MB': 42272.0, 'total_peak_memory_allocated_MB': 34547.66, 'total_peak_memory_reserved_MB': 42272.0, 'step_tokens_per_second': 11866.48, 'avg_tokens_per_second': 11372.36}
