{'loss': 8.2748, 'grad_norm': 587.2516479492188, 'learning_rate': 3e-06, 'epoch': 0.01, 'num_input_tokens_seen': 210944}
{'loss': 8.2812, 'grad_norm': 602.1217651367188, 'learning_rate': 6e-06, 'epoch': 0.02, 'num_input_tokens_seen': 438272, 'step': 2, 'step_time_sec': 15.24, 'avg_step_time_sec': 15.24, 'time_to_completion_sec': 274.39, 'estimated_total_time_sec': 304.88, 'step_peak_memory_allocated_MB': 45359.69, 'step_peak_memory_reserved_MB': 60220.0, 'total_peak_memory_allocated_MB': 45359.69, 'total_peak_memory_reserved_MB': 60220.0, 'step_tokens_per_second': 14912.59, 'avg_tokens_per_second': 14912.59}
{'loss': 3.9577, 'grad_norm': 197.50340270996094, 'learning_rate': 5.954423259036625e-06, 'epoch': 0.03, 'num_input_tokens_seen': 634880, 'step': 3, 'step_time_sec': 12.81, 'avg_step_time_sec': 14.03, 'time_to_completion_sec': 238.49, 'estimated_total_time_sec': 280.57, 'step_peak_memory_allocated_MB': 45359.69, 'step_peak_memory_reserved_MB': 60222.0, 'total_peak_memory_allocated_MB': 45359.69, 'total_peak_memory_reserved_MB': 60222.0, 'step_tokens_per_second': 15344.12, 'avg_tokens_per_second': 15109.66}
{'loss': 2.0639, 'grad_norm': 102.93517303466797, 'learning_rate': 5.819077862357725e-06, 'epoch': 0.04, 'num_input_tokens_seen': 817152, 'step': 4, 'step_time_sec': 13.1, 'avg_step_time_sec': 13.72, 'time_to_completion_sec': 219.51, 'estimated_total_time_sec': 274.39, 'step_peak_memory_allocated_MB': 38551.13, 'step_peak_memory_reserved_MB': 60724.0, 'total_peak_memory_allocated_MB': 45359.69, 'total_peak_memory_reserved_MB': 60724.0, 'step_tokens_per_second': 13912.34, 'avg_tokens_per_second': 14728.54}
{'loss': 1.6264, 'grad_norm': 44.09500503540039, 'learning_rate': 5.598076211353317e-06, 'epoch': 0.05, 'num_input_tokens_seen': 1044480, 'step': 5, 'step_time_sec': 15.26, 'avg_step_time_sec': 14.1, 'time_to_completion_sec': 211.56, 'estimated_total_time_sec': 282.08, 'step_peak_memory_allocated_MB': 45359.69, 'step_peak_memory_reserved_MB': 60724.0, 'total_peak_memory_allocated_MB': 45359.69, 'total_peak_memory_reserved_MB': 60724.0, 'step_tokens_per_second': 14900.44, 'avg_tokens_per_second': 14775.02}
{'loss': 1.1919, 'grad_norm': 23.984376907348633, 'learning_rate': 5.298133329356934e-06, 'epoch': 0.07, 'num_input_tokens_seen': 1263616, 'step': 6, 'step_time_sec': 15.16, 'avg_step_time_sec': 14.31, 'time_to_completion_sec': 200.41, 'estimated_total_time_sec': 286.3, 'step_peak_memory_allocated_MB': 49619.35, 'step_peak_memory_reserved_MB': 67668.0, 'total_peak_memory_allocated_MB': 49619.35, 'total_peak_memory_reserved_MB': 67668.0, 'step_tokens_per_second': 14455.96, 'avg_tokens_per_second': 14707.45}
{'loss': 1.0624, 'grad_norm': 10.88612174987793, 'learning_rate': 4.928362829059618e-06, 'epoch': 0.08, 'num_input_tokens_seen': 1470464, 'step': 7, 'step_time_sec': 14.03, 'avg_step_time_sec': 14.27, 'time_to_completion_sec': 185.48, 'estimated_total_time_sec': 285.35, 'step_peak_memory_allocated_MB': 38551.13, 'step_peak_memory_reserved_MB': 67668.0, 'total_peak_memory_allocated_MB': 49619.35, 'total_peak_memory_reserved_MB': 67668.0, 'step_tokens_per_second': 14741.89, 'avg_tokens_per_second': 14713.09}
{'loss': 1.0504, 'grad_norm': 9.861115455627441, 'learning_rate': 4.5e-06, 'epoch': 0.09, 'num_input_tokens_seen': 1677312, 'step': 8, 'step_time_sec': 15.24, 'avg_step_time_sec': 14.41, 'time_to_completion_sec': 172.88, 'estimated_total_time_sec': 288.13, 'step_peak_memory_allocated_MB': 42806.73, 'step_peak_memory_reserved_MB': 67668.0, 'total_peak_memory_allocated_MB': 49619.35, 'total_peak_memory_reserved_MB': 67668.0, 'step_tokens_per_second': 13572.69, 'avg_tokens_per_second': 14540.75}
{'loss': 0.9922, 'grad_norm': 6.987064361572266, 'learning_rate': 4.0260604299770066e-06, 'epoch': 0.1, 'num_input_tokens_seen': 1900544, 'step': 9, 'step_time_sec': 15.15, 'avg_step_time_sec': 14.5, 'time_to_completion_sec': 159.49, 'estimated_total_time_sec': 289.99, 'step_peak_memory_allocated_MB': 49619.35, 'step_peak_memory_reserved_MB': 67668.0, 'total_peak_memory_allocated_MB': 49619.35, 'total_peak_memory_reserved_MB': 67668.0, 'step_tokens_per_second': 14733.85, 'avg_tokens_per_second': 14565.97}
{'loss': 0.9873, 'grad_norm': 5.673609733581543, 'learning_rate': 3.5209445330007917e-06, 'epoch': 0.11, 'num_input_tokens_seen': 2117632, 'step': 10, 'step_time_sec': 15.19, 'avg_step_time_sec': 14.58, 'time_to_completion_sec': 145.77, 'estimated_total_time_sec': 291.54, 'step_peak_memory_allocated_MB': 47064.03, 'step_peak_memory_reserved_MB': 67668.0, 'total_peak_memory_allocated_MB': 49619.35, 'total_peak_memory_reserved_MB': 67668.0, 'step_tokens_per_second': 14287.3, 'avg_tokens_per_second': 14533.7}
{'loss': 0.9884, 'grad_norm': 8.28256607055664, 'learning_rate': 3e-06, 'epoch': 0.12, 'num_input_tokens_seen': 2308096, 'step': 11, 'step_time_sec': 13.08, 'avg_step_time_sec': 14.43, 'time_to_completion_sec': 129.85, 'estimated_total_time_sec': 288.55, 'step_peak_memory_allocated_MB': 44508.43, 'step_peak_memory_reserved_MB': 67668.0, 'total_peak_memory_allocated_MB': 49619.35, 'total_peak_memory_reserved_MB': 67668.0, 'step_tokens_per_second': 14557.1, 'avg_tokens_per_second': 14535.82}
{'loss': 0.966, 'grad_norm': 5.859653472900391, 'learning_rate': 2.4790554669992093e-06, 'epoch': 0.13, 'num_input_tokens_seen': 2527232, 'step': 12, 'step_time_sec': 15.24, 'avg_step_time_sec': 14.5, 'time_to_completion_sec': 116.01, 'estimated_total_time_sec': 290.03, 'step_peak_memory_allocated_MB': 44508.43, 'step_peak_memory_reserved_MB': 67668.0, 'total_peak_memory_allocated_MB': 49619.35, 'total_peak_memory_reserved_MB': 67668.0, 'step_tokens_per_second': 14374.83, 'avg_tokens_per_second': 14520.44}
{'loss': 0.9499, 'grad_norm': 5.284045219421387, 'learning_rate': 1.973939570022994e-06, 'epoch': 0.14, 'num_input_tokens_seen': 2727936, 'step': 13, 'step_time_sec': 15.19, 'avg_step_time_sec': 14.56, 'time_to_completion_sec': 101.91, 'estimated_total_time_sec': 291.19, 'step_peak_memory_allocated_MB': 45359.69, 'step_peak_memory_reserved_MB': 67668.0, 'total_peak_memory_allocated_MB': 49619.35, 'total_peak_memory_reserved_MB': 67668.0, 'step_tokens_per_second': 13211.22, 'avg_tokens_per_second': 14406.59}
{'loss': 0.9514, 'grad_norm': 5.230611324310303, 'learning_rate': 1.5000000000000007e-06, 'epoch': 0.15, 'num_input_tokens_seen': 2926592, 'step': 14, 'step_time_sec': 14.98, 'avg_step_time_sec': 14.59, 'time_to_completion_sec': 87.55, 'estimated_total_time_sec': 291.83, 'step_peak_memory_allocated_MB': 37700.87, 'step_peak_memory_reserved_MB': 67668.0, 'total_peak_memory_allocated_MB': 49619.35, 'total_peak_memory_reserved_MB': 67668.0, 'step_tokens_per_second': 13262.58, 'avg_tokens_per_second': 14316.26}
{'loss': 0.941, 'grad_norm': 5.182089328765869, 'learning_rate': 1.0716371709403819e-06, 'epoch': 0.16, 'num_input_tokens_seen': 3119104, 'step': 15, 'step_time_sec': 15.26, 'avg_step_time_sec': 14.64, 'time_to_completion_sec': 73.2, 'estimated_total_time_sec': 292.78, 'step_peak_memory_allocated_MB': 47064.03, 'step_peak_memory_reserved_MB': 67668.0, 'total_peak_memory_allocated_MB': 49619.35, 'total_peak_memory_reserved_MB': 67668.0, 'step_tokens_per_second': 12617.77, 'avg_tokens_per_second': 14189.81}
{'loss': 0.9091, 'grad_norm': 5.068911075592041, 'learning_rate': 7.018666706430663e-07, 'epoch': 0.17, 'num_input_tokens_seen': 3323904, 'step': 16, 'step_time_sec': 15.27, 'avg_step_time_sec': 14.68, 'time_to_completion_sec': 58.72, 'estimated_total_time_sec': 293.62, 'step_peak_memory_allocated_MB': 40253.47, 'step_peak_memory_reserved_MB': 67668.0, 'total_peak_memory_allocated_MB': 49619.35, 'total_peak_memory_reserved_MB': 67668.0, 'step_tokens_per_second': 13414.9, 'avg_tokens_per_second': 14136.09}
{'loss': 0.9389, 'grad_norm': 4.967996597290039, 'learning_rate': 4.019237886466839e-07, 'epoch': 0.18, 'num_input_tokens_seen': 3524608, 'step': 17, 'step_time_sec': 14.55, 'avg_step_time_sec': 14.67, 'time_to_completion_sec': 44.02, 'estimated_total_time_sec': 293.46, 'step_peak_memory_allocated_MB': 46212.52, 'step_peak_memory_reserved_MB': 67668.0, 'total_peak_memory_allocated_MB': 49619.35, 'total_peak_memory_reserved_MB': 67668.0, 'step_tokens_per_second': 13790.64, 'avg_tokens_per_second': 14114.68}
{'loss': 0.9055, 'grad_norm': 5.033508777618408, 'learning_rate': 1.8092213764227505e-07, 'epoch': 0.2, 'num_input_tokens_seen': 3719168, 'step': 18, 'step_time_sec': 15.4, 'avg_step_time_sec': 14.72, 'time_to_completion_sec': 29.43, 'estimated_total_time_sec': 294.31, 'step_peak_memory_allocated_MB': 50471.36, 'step_peak_memory_reserved_MB': 74836.0, 'total_peak_memory_allocated_MB': 50471.36, 'total_peak_memory_reserved_MB': 74836.0, 'step_tokens_per_second': 12633.54, 'avg_tokens_per_second': 14023.5}
{'loss': 0.9199, 'grad_norm': 5.102709770202637, 'learning_rate': 4.557674096337594e-08, 'epoch': 0.21, 'num_input_tokens_seen': 3921920, 'step': 19, 'step_time_sec': 15.12, 'avg_step_time_sec': 14.74, 'time_to_completion_sec': 14.74, 'estimated_total_time_sec': 294.76, 'step_peak_memory_allocated_MB': 41954.89, 'step_peak_memory_reserved_MB': 74836.0, 'total_peak_memory_allocated_MB': 50471.36, 'total_peak_memory_reserved_MB': 74836.0, 'step_tokens_per_second': 13408.91, 'avg_tokens_per_second': 13988.47}
{'loss': 0.9303, 'grad_norm': 5.054018497467041, 'learning_rate': 0.0, 'epoch': 0.22, 'num_input_tokens_seen': 4118528, 'step': 20, 'step_time_sec': 15.21, 'avg_step_time_sec': 14.76, 'time_to_completion_sec': 0.0, 'estimated_total_time_sec': 295.26, 'step_peak_memory_allocated_MB': 45359.69, 'step_peak_memory_reserved_MB': 74836.0, 'total_peak_memory_allocated_MB': 50471.36, 'total_peak_memory_reserved_MB': 74836.0, 'step_tokens_per_second': 12927.9, 'avg_tokens_per_second': 13930.97}
{'train_runtime': 299.7238, 'train_samples_per_second': 34.165, 'train_steps_per_second': 0.067, 'train_loss': 1.9444183140993119, 'epoch': 0.22, 'num_input_tokens_seen': 4118528, 'step': 20, 'step_time_sec': 15.21, 'avg_step_time_sec': 14.76, 'time_to_completion_sec': 0.0, 'estimated_total_time_sec': 295.26, 'step_peak_memory_allocated_MB': 45359.69, 'step_peak_memory_reserved_MB': 74836.0, 'total_peak_memory_allocated_MB': 50471.36, 'total_peak_memory_reserved_MB': 74836.0, 'step_tokens_per_second': 12927.9, 'avg_tokens_per_second': 13930.97}
