{'loss': 8.3155, 'grad_norm': 591.9228515625, 'learning_rate': 3e-06, 'epoch': 0.01, 'num_input_tokens_seen': 212992}
{'loss': 8.4922, 'grad_norm': 600.8809814453125, 'learning_rate': 6e-06, 'epoch': 0.02, 'num_input_tokens_seen': 409600, 'step': 2, 'step_time_sec': 15.18, 'avg_step_time_sec': 15.18, 'time_to_completion_sec': 273.29, 'estimated_total_time_sec': 303.65, 'step_peak_memory_allocated_MB': 40253.5, 'step_peak_memory_reserved_MB': 52130.0, 'total_peak_memory_allocated_MB': 40253.5, 'total_peak_memory_reserved_MB': 52130.0, 'step_tokens_per_second': 12949.59, 'avg_tokens_per_second': 12949.59}
{'loss': 4.109, 'grad_norm': 197.94854736328125, 'learning_rate': 5.954423259036625e-06, 'epoch': 0.03, 'num_input_tokens_seen': 610304, 'step': 3, 'step_time_sec': 13.54, 'avg_step_time_sec': 14.36, 'time_to_completion_sec': 244.17, 'estimated_total_time_sec': 287.26, 'step_peak_memory_allocated_MB': 43656.8, 'step_peak_memory_reserved_MB': 58850.0, 'total_peak_memory_allocated_MB': 43656.8, 'total_peak_memory_reserved_MB': 58850.0, 'step_tokens_per_second': 14819.44, 'avg_tokens_per_second': 13831.16}
{'loss': 2.0091, 'grad_norm': 117.14372253417969, 'learning_rate': 5.819077862357725e-06, 'epoch': 0.04, 'num_input_tokens_seen': 829440, 'step': 4, 'step_time_sec': 15.19, 'avg_step_time_sec': 14.64, 'time_to_completion_sec': 234.22, 'estimated_total_time_sec': 292.77, 'step_peak_memory_allocated_MB': 49619.35, 'step_peak_memory_reserved_MB': 67532.0, 'total_peak_memory_allocated_MB': 49619.35, 'total_peak_memory_reserved_MB': 67532.0, 'step_tokens_per_second': 14426.56, 'avg_tokens_per_second': 14037.1}
{'loss': 1.7345, 'grad_norm': 45.33826446533203, 'learning_rate': 5.598076211353317e-06, 'epoch': 0.05, 'num_input_tokens_seen': 1062912, 'step': 5, 'step_time_sec': 15.48, 'avg_step_time_sec': 14.85, 'time_to_completion_sec': 222.74, 'estimated_total_time_sec': 296.99, 'step_peak_memory_allocated_MB': 50471.36, 'step_peak_memory_reserved_MB': 74700.0, 'total_peak_memory_allocated_MB': 50471.36, 'total_peak_memory_reserved_MB': 74700.0, 'step_tokens_per_second': 15080.49, 'avg_tokens_per_second': 14309.06}
{'loss': 1.2637, 'grad_norm': 27.97160530090332, 'learning_rate': 5.298133329356934e-06, 'epoch': 0.07, 'num_input_tokens_seen': 1269760, 'step': 6, 'step_time_sec': 14.09, 'avg_step_time_sec': 14.7, 'time_to_completion_sec': 205.78, 'estimated_total_time_sec': 293.97, 'step_peak_memory_allocated_MB': 43656.8, 'step_peak_memory_reserved_MB': 74700.0, 'total_peak_memory_allocated_MB': 50471.36, 'total_peak_memory_reserved_MB': 74700.0, 'step_tokens_per_second': 14675.77, 'avg_tokens_per_second': 14379.39}
{'loss': 1.1118, 'grad_norm': 21.30467987060547, 'learning_rate': 4.928362829059618e-06, 'epoch': 0.08, 'num_input_tokens_seen': 1468416, 'step': 7, 'step_time_sec': 15.27, 'avg_step_time_sec': 14.79, 'time_to_completion_sec': 192.32, 'estimated_total_time_sec': 295.87, 'step_peak_memory_allocated_MB': 41104.14, 'step_peak_memory_reserved_MB': 74700.0, 'total_peak_memory_allocated_MB': 50471.36, 'total_peak_memory_reserved_MB': 74700.0, 'step_tokens_per_second': 13010.31, 'avg_tokens_per_second': 14143.87}
{'loss': 1.0709, 'grad_norm': 13.18532657623291, 'learning_rate': 4.5e-06, 'epoch': 0.09, 'num_input_tokens_seen': 1669120, 'step': 8, 'step_time_sec': 14.71, 'avg_step_time_sec': 14.78, 'time_to_completion_sec': 177.39, 'estimated_total_time_sec': 295.64, 'step_peak_memory_allocated_MB': 48767.43, 'step_peak_memory_reserved_MB': 74700.0, 'total_peak_memory_allocated_MB': 50471.36, 'total_peak_memory_reserved_MB': 74700.0, 'step_tokens_per_second': 13640.38, 'avg_tokens_per_second': 14072.28}
{'loss': 1.057, 'grad_norm': 8.60293197631836, 'learning_rate': 4.0260604299770066e-06, 'epoch': 0.1, 'num_input_tokens_seen': 1884160, 'step': 9, 'step_time_sec': 15.2, 'avg_step_time_sec': 14.83, 'time_to_completion_sec': 163.17, 'estimated_total_time_sec': 296.68, 'step_peak_memory_allocated_MB': 44508.43, 'step_peak_memory_reserved_MB': 74700.0, 'total_peak_memory_allocated_MB': 50471.36, 'total_peak_memory_reserved_MB': 74700.0, 'step_tokens_per_second': 14150.99, 'avg_tokens_per_second': 14082.36}
{'loss': 0.9671, 'grad_norm': 6.53565788269043, 'learning_rate': 3.5209445330007917e-06, 'epoch': 0.11, 'num_input_tokens_seen': 2134016, 'step': 10, 'step_time_sec': 15.57, 'avg_step_time_sec': 14.92, 'time_to_completion_sec': 149.16, 'estimated_total_time_sec': 298.32, 'step_peak_memory_allocated_MB': 50471.36, 'step_peak_memory_reserved_MB': 74700.0, 'total_peak_memory_allocated_MB': 50471.36, 'total_peak_memory_reserved_MB': 74700.0, 'step_tokens_per_second': 16045.17, 'avg_tokens_per_second': 14310.04}
{'loss': 0.9696, 'grad_norm': 6.005326271057129, 'learning_rate': 3e-06, 'epoch': 0.12, 'num_input_tokens_seen': 2375680, 'step': 11, 'step_time_sec': 15.46, 'avg_step_time_sec': 14.97, 'time_to_completion_sec': 134.74, 'estimated_total_time_sec': 299.41, 'step_peak_memory_allocated_MB': 50471.36, 'step_peak_memory_reserved_MB': 74700.0, 'total_peak_memory_allocated_MB': 50471.36, 'total_peak_memory_reserved_MB': 74700.0, 'step_tokens_per_second': 15627.66, 'avg_tokens_per_second': 14446.14}
{'loss': 0.961, 'grad_norm': 5.752399921417236, 'learning_rate': 2.4790554669992093e-06, 'epoch': 0.13, 'num_input_tokens_seen': 2586624, 'step': 12, 'step_time_sec': 15.46, 'avg_step_time_sec': 15.02, 'time_to_completion_sec': 120.12, 'estimated_total_time_sec': 300.3, 'step_peak_memory_allocated_MB': 50471.36, 'step_peak_memory_reserved_MB': 74700.0, 'total_peak_memory_allocated_MB': 50471.36, 'total_peak_memory_reserved_MB': 74700.0, 'step_tokens_per_second': 13644.03, 'avg_tokens_per_second': 14371.06}
