{'loss': 8.4297, 'grad_norm': 573.8966064453125, 'learning_rate': 3e-06, 'epoch': 0.01, 'num_input_tokens_seen': 118784}
{'loss': 8.5452, 'grad_norm': 577.5673828125, 'learning_rate': 6e-06, 'epoch': 0.01, 'num_input_tokens_seen': 205824, 'step': 2, 'step_time_sec': 6.87, 'avg_step_time_sec': 6.87, 'time_to_completion_sec': 123.74, 'estimated_total_time_sec': 137.48, 'step_peak_memory_allocated_MB': 34547.94, 'step_peak_memory_reserved_MB': 42130.0, 'total_peak_memory_allocated_MB': 34547.94, 'total_peak_memory_reserved_MB': 42130.0, 'step_tokens_per_second': 12661.88, 'avg_tokens_per_second': 12661.88}
{'loss': 4.0522, 'grad_norm': 205.5364227294922, 'learning_rate': 5.954423259036625e-06, 'epoch': 0.02, 'num_input_tokens_seen': 287744, 'step': 3, 'step_time_sec': 6.38, 'avg_step_time_sec': 6.63, 'time_to_completion_sec': 112.65, 'estimated_total_time_sec': 132.53, 'step_peak_memory_allocated_MB': 34547.94, 'step_peak_memory_reserved_MB': 42606.0, 'total_peak_memory_allocated_MB': 34547.94, 'total_peak_memory_reserved_MB': 42606.0, 'step_tokens_per_second': 12842.22, 'avg_tokens_per_second': 12748.68}
{'loss': 2.0202, 'grad_norm': 100.52521514892578, 'learning_rate': 5.819077862357725e-06, 'epoch': 0.02, 'num_input_tokens_seen': 382976, 'step': 4, 'step_time_sec': 6.73, 'avg_step_time_sec': 6.66, 'time_to_completion_sec': 106.56, 'estimated_total_time_sec': 133.2, 'step_peak_memory_allocated_MB': 34736.7, 'step_peak_memory_reserved_MB': 47142.0, 'total_peak_memory_allocated_MB': 34736.7, 'total_peak_memory_reserved_MB': 47142.0, 'step_tokens_per_second': 14158.16, 'avg_tokens_per_second': 13223.2}
{'loss': 1.6412, 'grad_norm': 45.78924560546875, 'learning_rate': 5.598076211353317e-06, 'epoch': 0.03, 'num_input_tokens_seen': 466944, 'step': 5, 'step_time_sec': 7.73, 'avg_step_time_sec': 6.93, 'time_to_completion_sec': 103.91, 'estimated_total_time_sec': 138.55, 'step_peak_memory_allocated_MB': 34547.89, 'step_peak_memory_reserved_MB': 47142.0, 'total_peak_memory_allocated_MB': 34736.7, 'total_peak_memory_reserved_MB': 47142.0, 'step_tokens_per_second': 10862.25, 'avg_tokens_per_second': 12564.56}
{'loss': 1.2062, 'grad_norm': 22.035776138305664, 'learning_rate': 5.298133329356934e-06, 'epoch': 0.03, 'num_input_tokens_seen': 568320, 'step': 6, 'step_time_sec': 7.71, 'avg_step_time_sec': 7.08, 'time_to_completion_sec': 99.19, 'estimated_total_time_sec': 141.7, 'step_peak_memory_allocated_MB': 34548.1, 'step_peak_memory_reserved_MB': 47142.0, 'total_peak_memory_allocated_MB': 34736.7, 'total_peak_memory_reserved_MB': 47142.0, 'step_tokens_per_second': 13141.38, 'avg_tokens_per_second': 12690.17}
{'loss': 1.0947, 'grad_norm': 14.164042472839355, 'learning_rate': 4.928362829059618e-06, 'epoch': 0.04, 'num_input_tokens_seen': 667648, 'step': 7, 'step_time_sec': 7.81, 'avg_step_time_sec': 7.21, 'time_to_completion_sec': 93.68, 'estimated_total_time_sec': 144.13, 'step_peak_memory_allocated_MB': 36866.36, 'step_peak_memory_reserved_MB': 51622.0, 'total_peak_memory_allocated_MB': 36866.36, 'total_peak_memory_reserved_MB': 51622.0, 'step_tokens_per_second': 12711.61, 'avg_tokens_per_second': 12694.05}
{'loss': 1.0511, 'grad_norm': 9.330548286437988, 'learning_rate': 4.5e-06, 'epoch': 0.04, 'num_input_tokens_seen': 771072, 'step': 8, 'step_time_sec': 6.66, 'avg_step_time_sec': 7.13, 'time_to_completion_sec': 85.55, 'estimated_total_time_sec': 142.58, 'step_peak_memory_allocated_MB': 34548.15, 'step_peak_memory_reserved_MB': 51622.0, 'total_peak_memory_allocated_MB': 36866.36, 'total_peak_memory_reserved_MB': 51622.0, 'step_tokens_per_second': 15520.56, 'avg_tokens_per_second': 13071.49}
{'loss': 1.0298, 'grad_norm': 9.767433166503906, 'learning_rate': 4.0260604299770066e-06, 'epoch': 0.05, 'num_input_tokens_seen': 864256, 'step': 9, 'step_time_sec': 7.71, 'avg_step_time_sec': 7.2, 'time_to_completion_sec': 79.22, 'estimated_total_time_sec': 144.04, 'step_peak_memory_allocated_MB': 34547.96, 'step_peak_memory_reserved_MB': 51622.0, 'total_peak_memory_allocated_MB': 36866.36, 'total_peak_memory_reserved_MB': 51622.0, 'step_tokens_per_second': 12079.73, 'avg_tokens_per_second': 12938.7}
{'loss': 0.9732, 'grad_norm': 12.36269474029541, 'learning_rate': 3.5209445330007917e-06, 'epoch': 0.05, 'num_input_tokens_seen': 961536, 'step': 10, 'step_time_sec': 7.82, 'avg_step_time_sec': 7.27, 'time_to_completion_sec': 72.71, 'estimated_total_time_sec': 145.41, 'step_peak_memory_allocated_MB': 36866.36, 'step_peak_memory_reserved_MB': 51622.0, 'total_peak_memory_allocated_MB': 36866.36, 'total_peak_memory_reserved_MB': 51622.0, 'step_tokens_per_second': 12441.06, 'avg_tokens_per_second': 12879.24}
{'loss': 0.9782, 'grad_norm': 7.326724529266357, 'learning_rate': 3e-06, 'epoch': 0.06, 'num_input_tokens_seen': 1062912, 'step': 11, 'step_time_sec': 7.75, 'avg_step_time_sec': 7.32, 'time_to_completion_sec': 65.87, 'estimated_total_time_sec': 146.38, 'step_peak_memory_allocated_MB': 34548.01, 'step_peak_memory_reserved_MB': 51622.0, 'total_peak_memory_allocated_MB': 36866.36, 'total_peak_memory_reserved_MB': 51622.0, 'step_tokens_per_second': 13074.24, 'avg_tokens_per_second': 12899.9}
{'loss': 0.9534, 'grad_norm': 5.960237979888916, 'learning_rate': 2.4790554669992093e-06, 'epoch': 0.07, 'num_input_tokens_seen': 1139712, 'step': 12, 'step_time_sec': 6.2, 'avg_step_time_sec': 7.22, 'time_to_completion_sec': 57.74, 'estimated_total_time_sec': 144.35, 'step_peak_memory_allocated_MB': 34547.91, 'step_peak_memory_reserved_MB': 51622.0, 'total_peak_memory_allocated_MB': 36866.36, 'total_peak_memory_reserved_MB': 51622.0, 'step_tokens_per_second': 12382.2, 'avg_tokens_per_second': 12859.45}
