{'loss': 8.3207, 'grad_norm': 568.9514770507812, 'learning_rate': 3e-06, 'epoch': 0.01, 'num_input_tokens_seen': 109568}
{'loss': 8.5414, 'grad_norm': 585.6627807617188, 'learning_rate': 6e-06, 'epoch': 0.01, 'num_input_tokens_seen': 198656, 'step': 2, 'step_time_sec': 9.05, 'avg_step_time_sec': 9.05, 'time_to_completion_sec': 162.94, 'estimated_total_time_sec': 181.04, 'step_peak_memory_allocated_MB': 34547.84, 'step_peak_memory_reserved_MB': 49380.0, 'total_peak_memory_allocated_MB': 34547.84, 'total_peak_memory_reserved_MB': 49380.0, 'step_tokens_per_second': 9841.62, 'avg_tokens_per_second': 9841.62}
{'loss': 4.1015, 'grad_norm': 201.88040161132812, 'learning_rate': 5.954423259036625e-06, 'epoch': 0.02, 'num_input_tokens_seen': 278528, 'step': 3, 'step_time_sec': 6.8, 'avg_step_time_sec': 7.93, 'time_to_completion_sec': 134.74, 'estimated_total_time_sec': 158.51, 'step_peak_memory_allocated_MB': 34547.96, 'step_peak_memory_reserved_MB': 49380.0, 'total_peak_memory_allocated_MB': 34547.96, 'total_peak_memory_reserved_MB': 49380.0, 'step_tokens_per_second': 11747.29, 'avg_tokens_per_second': 10659.03}
{'loss': 1.9577, 'grad_norm': 108.62516021728516, 'learning_rate': 5.819077862357725e-06, 'epoch': 0.02, 'num_input_tokens_seen': 367616, 'step': 4, 'step_time_sec': 8.36, 'avg_step_time_sec': 8.07, 'time_to_completion_sec': 129.15, 'estimated_total_time_sec': 161.43, 'step_peak_memory_allocated_MB': 34780.57, 'step_peak_memory_reserved_MB': 49380.0, 'total_peak_memory_allocated_MB': 34780.57, 'total_peak_memory_reserved_MB': 49380.0, 'step_tokens_per_second': 10651.94, 'avg_tokens_per_second': 10656.58}
{'loss': 1.6469, 'grad_norm': 48.30460739135742, 'learning_rate': 5.598076211353317e-06, 'epoch': 0.03, 'num_input_tokens_seen': 465920, 'step': 5, 'step_time_sec': 7.8, 'avg_step_time_sec': 8.0, 'time_to_completion_sec': 120.07, 'estimated_total_time_sec': 160.09, 'step_peak_memory_allocated_MB': 36230.21, 'step_peak_memory_reserved_MB': 52124.0, 'total_peak_memory_allocated_MB': 36230.21, 'total_peak_memory_reserved_MB': 52124.0, 'step_tokens_per_second': 12597.26, 'avg_tokens_per_second': 11129.56}
{'loss': 1.2021, 'grad_norm': 24.71523666381836, 'learning_rate': 5.298133329356934e-06, 'epoch': 0.03, 'num_input_tokens_seen': 557056, 'step': 6, 'step_time_sec': 9.11, 'avg_step_time_sec': 8.23, 'time_to_completion_sec': 115.16, 'estimated_total_time_sec': 164.51, 'step_peak_memory_allocated_MB': 39552.95, 'step_peak_memory_reserved_MB': 55492.0, 'total_peak_memory_allocated_MB': 39552.95, 'total_peak_memory_reserved_MB': 55492.0, 'step_tokens_per_second': 10004.28, 'avg_tokens_per_second': 10880.32}
{'loss': 1.0531, 'grad_norm': 18.918933868408203, 'learning_rate': 4.928362829059618e-06, 'epoch': 0.04, 'num_input_tokens_seen': 636928, 'step': 7, 'step_time_sec': 8.09, 'avg_step_time_sec': 8.2, 'time_to_completion_sec': 106.63, 'estimated_total_time_sec': 164.05, 'step_peak_memory_allocated_MB': 34547.91, 'step_peak_memory_reserved_MB': 55492.0, 'total_peak_memory_allocated_MB': 39552.95, 'total_peak_memory_reserved_MB': 55492.0, 'step_tokens_per_second': 9878.53, 'avg_tokens_per_second': 10715.73}
{'loss': 1.0655, 'grad_norm': 13.014236450195312, 'learning_rate': 4.5e-06, 'epoch': 0.04, 'num_input_tokens_seen': 739328, 'step': 8, 'step_time_sec': 9.12, 'avg_step_time_sec': 8.33, 'time_to_completion_sec': 100.0, 'estimated_total_time_sec': 166.66, 'step_peak_memory_allocated_MB': 36893.78, 'step_peak_memory_reserved_MB': 55492.0, 'total_peak_memory_allocated_MB': 39552.95, 'total_peak_memory_reserved_MB': 55492.0, 'step_tokens_per_second': 11229.65, 'avg_tokens_per_second': 10796.07}
{'loss': 1.012, 'grad_norm': 7.603216648101807, 'learning_rate': 4.0260604299770066e-06, 'epoch': 0.05, 'num_input_tokens_seen': 822272, 'step': 9, 'step_time_sec': 6.89, 'avg_step_time_sec': 8.15, 'time_to_completion_sec': 89.68, 'estimated_total_time_sec': 163.06, 'step_peak_memory_allocated_MB': 37558.28, 'step_peak_memory_reserved_MB': 55492.0, 'total_peak_memory_allocated_MB': 39552.95, 'total_peak_memory_reserved_MB': 55492.0, 'step_tokens_per_second': 12036.14, 'avg_tokens_per_second': 10927.09}
{'loss': 1.0375, 'grad_norm': 6.715852737426758, 'learning_rate': 3.5209445330007917e-06, 'epoch': 0.05, 'num_input_tokens_seen': 903168, 'step': 10, 'step_time_sec': 6.07, 'avg_step_time_sec': 7.92, 'time_to_completion_sec': 79.22, 'estimated_total_time_sec': 158.44, 'step_peak_memory_allocated_MB': 34780.57, 'step_peak_memory_reserved_MB': 55492.0, 'total_peak_memory_allocated_MB': 39552.95, 'total_peak_memory_reserved_MB': 55492.0, 'step_tokens_per_second': 13318.88, 'avg_tokens_per_second': 11130.85}
{'loss': 0.9808, 'grad_norm': 6.276943683624268, 'learning_rate': 3e-06, 'epoch': 0.06, 'num_input_tokens_seen': 1008640, 'step': 11, 'step_time_sec': 8.64, 'avg_step_time_sec': 7.99, 'time_to_completion_sec': 71.95, 'estimated_total_time_sec': 159.88, 'step_peak_memory_allocated_MB': 40216.89, 'step_peak_memory_reserved_MB': 55492.0, 'total_peak_memory_allocated_MB': 40216.89, 'total_peak_memory_reserved_MB': 55492.0, 'step_tokens_per_second': 12203.88, 'avg_tokens_per_second': 11246.86}
{'loss': 0.9911, 'grad_norm': 5.742331504821777, 'learning_rate': 2.4790554669992093e-06, 'epoch': 0.07, 'num_input_tokens_seen': 1122304, 'step': 12, 'step_time_sec': 9.19, 'avg_step_time_sec': 8.1, 'time_to_completion_sec': 64.82, 'estimated_total_time_sec': 162.06, 'step_peak_memory_allocated_MB': 42876.5, 'step_peak_memory_reserved_MB': 67480.0, 'total_peak_memory_allocated_MB': 42876.5, 'total_peak_memory_reserved_MB': 67480.0, 'step_tokens_per_second': 12365.95, 'avg_tokens_per_second': 11362.26}
