{'loss': 8.2686, 'grad_norm': 585.507080078125, 'learning_rate': 3e-06, 'epoch': 0.01, 'num_input_tokens_seen': 109568}
{'loss': 8.3624, 'grad_norm': 565.4103393554688, 'learning_rate': 6e-06, 'epoch': 0.01, 'num_input_tokens_seen': 202752, 'step': 2, 'step_time_sec': 7.77, 'avg_step_time_sec': 7.77, 'time_to_completion_sec': 139.82, 'estimated_total_time_sec': 155.36, 'step_peak_memory_allocated_MB': 36866.89, 'step_peak_memory_reserved_MB': 53456.0, 'total_peak_memory_allocated_MB': 36866.89, 'total_peak_memory_reserved_MB': 53456.0, 'step_tokens_per_second': 11995.9, 'avg_tokens_per_second': 11995.9}
{'loss': 4.014, 'grad_norm': 195.75889587402344, 'learning_rate': 5.954423259036625e-06, 'epoch': 0.02, 'num_input_tokens_seen': 291840, 'step': 3, 'step_time_sec': 6.22, 'avg_step_time_sec': 6.99, 'time_to_completion_sec': 118.87, 'estimated_total_time_sec': 139.84, 'step_peak_memory_allocated_MB': 34548.63, 'step_peak_memory_reserved_MB': 53668.0, 'total_peak_memory_allocated_MB': 36866.89, 'total_peak_memory_reserved_MB': 53668.0, 'step_tokens_per_second': 14331.43, 'avg_tokens_per_second': 13034.09}
{'loss': 2.1091, 'grad_norm': 120.56287384033203, 'learning_rate': 5.819077862357725e-06, 'epoch': 0.02, 'num_input_tokens_seen': 388096, 'step': 4, 'step_time_sec': 6.93, 'avg_step_time_sec': 6.97, 'time_to_completion_sec': 111.55, 'estimated_total_time_sec': 139.44, 'step_peak_memory_allocated_MB': 34548.51, 'step_peak_memory_reserved_MB': 54170.0, 'total_peak_memory_allocated_MB': 36866.89, 'total_peak_memory_reserved_MB': 54170.0, 'step_tokens_per_second': 13886.45, 'avg_tokens_per_second': 13316.57}
{'loss': 1.6723, 'grad_norm': 48.92282485961914, 'learning_rate': 5.598076211353317e-06, 'epoch': 0.03, 'num_input_tokens_seen': 477184, 'step': 5, 'step_time_sec': 6.4, 'avg_step_time_sec': 6.83, 'time_to_completion_sec': 102.44, 'estimated_total_time_sec': 136.59, 'step_peak_memory_allocated_MB': 34548.56, 'step_peak_memory_reserved_MB': 54170.0, 'total_peak_memory_allocated_MB': 36866.89, 'total_peak_memory_reserved_MB': 54170.0, 'step_tokens_per_second': 13915.19, 'avg_tokens_per_second': 13456.86}
{'loss': 1.2623, 'grad_norm': 22.414260864257812, 'learning_rate': 5.298133329356934e-06, 'epoch': 0.03, 'num_input_tokens_seen': 579584, 'step': 6, 'step_time_sec': 7.75, 'avg_step_time_sec': 7.01, 'time_to_completion_sec': 98.19, 'estimated_total_time_sec': 140.27, 'step_peak_memory_allocated_MB': 34548.58, 'step_peak_memory_reserved_MB': 54170.0, 'total_peak_memory_allocated_MB': 36866.89, 'total_peak_memory_reserved_MB': 54170.0, 'step_tokens_per_second': 13212.59, 'avg_tokens_per_second': 13402.87}
{'loss': 1.133, 'grad_norm': 24.837791442871094, 'learning_rate': 4.928362829059618e-06, 'epoch': 0.04, 'num_input_tokens_seen': 678912, 'step': 7, 'step_time_sec': 7.25, 'avg_step_time_sec': 7.05, 'time_to_completion_sec': 91.68, 'estimated_total_time_sec': 141.05, 'step_peak_memory_allocated_MB': 35589.03, 'step_peak_memory_reserved_MB': 54170.0, 'total_peak_memory_allocated_MB': 36866.89, 'total_peak_memory_reserved_MB': 54170.0, 'step_tokens_per_second': 13706.14, 'avg_tokens_per_second': 13454.81}
{'loss': 1.0896, 'grad_norm': 53.02223205566406, 'learning_rate': 4.5e-06, 'epoch': 0.04, 'num_input_tokens_seen': 768000, 'step': 8, 'step_time_sec': 6.44, 'avg_step_time_sec': 6.97, 'time_to_completion_sec': 83.58, 'estimated_total_time_sec': 139.3, 'step_peak_memory_allocated_MB': 34548.58, 'step_peak_memory_reserved_MB': 54170.0, 'total_peak_memory_allocated_MB': 36866.89, 'total_peak_memory_reserved_MB': 54170.0, 'step_tokens_per_second': 13833.09, 'avg_tokens_per_second': 13504.78}
{'loss': 1.0467, 'grad_norm': 9.57783317565918, 'learning_rate': 4.0260604299770066e-06, 'epoch': 0.05, 'num_input_tokens_seen': 861184, 'step': 9, 'step_time_sec': 7.7, 'avg_step_time_sec': 7.06, 'time_to_completion_sec': 77.62, 'estimated_total_time_sec': 141.14, 'step_peak_memory_allocated_MB': 34548.54, 'step_peak_memory_reserved_MB': 54170.0, 'total_peak_memory_allocated_MB': 36866.89, 'total_peak_memory_reserved_MB': 54170.0, 'step_tokens_per_second': 12103.64, 'avg_tokens_per_second': 13313.7}
{'loss': 1.0107, 'grad_norm': 6.813175678253174, 'learning_rate': 3.5209445330007917e-06, 'epoch': 0.05, 'num_input_tokens_seen': 955392, 'step': 10, 'step_time_sec': 6.24, 'avg_step_time_sec': 6.97, 'time_to_completion_sec': 69.66, 'estimated_total_time_sec': 139.31, 'step_peak_memory_allocated_MB': 34548.63, 'step_peak_memory_reserved_MB': 54170.0, 'total_peak_memory_allocated_MB': 36866.89, 'total_peak_memory_reserved_MB': 54170.0, 'step_tokens_per_second': 15106.3, 'avg_tokens_per_second': 13492.03}
{'loss': 0.9999, 'grad_norm': 10.271080017089844, 'learning_rate': 3e-06, 'epoch': 0.06, 'num_input_tokens_seen': 1042432, 'step': 11, 'step_time_sec': 7.83, 'avg_step_time_sec': 7.05, 'time_to_completion_sec': 63.47, 'estimated_total_time_sec': 141.04, 'step_peak_memory_allocated_MB': 36866.89, 'step_peak_memory_reserved_MB': 54170.0, 'total_peak_memory_allocated_MB': 36866.89, 'total_peak_memory_reserved_MB': 54170.0, 'step_tokens_per_second': 11119.85, 'avg_tokens_per_second': 13228.72}
{'loss': 0.9653, 'grad_norm': 6.99073600769043, 'learning_rate': 2.4790554669992093e-06, 'epoch': 0.07, 'num_input_tokens_seen': 1131520, 'step': 12, 'step_time_sec': 5.67, 'avg_step_time_sec': 6.93, 'time_to_completion_sec': 55.41, 'estimated_total_time_sec': 138.52, 'step_peak_memory_allocated_MB': 34548.58, 'step_peak_memory_reserved_MB': 54170.0, 'total_peak_memory_allocated_MB': 36866.89, 'total_peak_memory_reserved_MB': 54170.0, 'step_tokens_per_second': 15723.88, 'avg_tokens_per_second': 13414.28}
{'loss': 0.9472, 'grad_norm': 6.017156600952148, 'learning_rate': 1.973939570022994e-06, 'epoch': 0.07, 'num_input_tokens_seen': 1234944, 'step': 13, 'step_time_sec': 7.85, 'avg_step_time_sec': 7.0, 'time_to_completion_sec': 49.02, 'estimated_total_time_sec': 140.06, 'step_peak_memory_allocated_MB': 36866.89, 'step_peak_memory_reserved_MB': 54170.0, 'total_peak_memory_allocated_MB': 36866.89, 'total_peak_memory_reserved_MB': 54170.0, 'step_tokens_per_second': 13174.19, 'avg_tokens_per_second': 13391.85}
{'loss': 0.95, 'grad_norm': 5.86200475692749, 'learning_rate': 1.5000000000000007e-06, 'epoch': 0.08, 'num_input_tokens_seen': 1344512, 'step': 14, 'step_time_sec': 7.76, 'avg_step_time_sec': 7.06, 'time_to_completion_sec': 42.37, 'estimated_total_time_sec': 141.22, 'step_peak_memory_allocated_MB': 34737.45, 'step_peak_memory_reserved_MB': 54170.0, 'total_peak_memory_allocated_MB': 36866.89, 'total_peak_memory_reserved_MB': 54170.0, 'step_tokens_per_second': 14124.48, 'avg_tokens_per_second': 13453.77}
{'loss': 0.9489, 'grad_norm': 6.104997634887695, 'learning_rate': 1.0716371709403819e-06, 'epoch': 0.08, 'num_input_tokens_seen': 1444864, 'step': 15, 'step_time_sec': 6.92, 'avg_step_time_sec': 7.05, 'time_to_completion_sec': 35.26, 'estimated_total_time_sec': 141.02, 'step_peak_memory_allocated_MB': 34548.58, 'step_peak_memory_reserved_MB': 54170.0, 'total_peak_memory_allocated_MB': 36866.89, 'total_peak_memory_reserved_MB': 54170.0, 'step_tokens_per_second': 14492.34, 'avg_tokens_per_second': 13526.62}
{'loss': 0.9408, 'grad_norm': 5.744110584259033, 'learning_rate': 7.018666706430663e-07, 'epoch': 0.09, 'num_input_tokens_seen': 1545216, 'step': 16, 'step_time_sec': 7.27, 'avg_step_time_sec': 7.07, 'time_to_completion_sec': 28.26, 'estimated_total_time_sec': 141.32, 'step_peak_memory_allocated_MB': 35589.03, 'step_peak_memory_reserved_MB': 54170.0, 'total_peak_memory_allocated_MB': 36866.89, 'total_peak_memory_reserved_MB': 54170.0, 'step_tokens_per_second': 13802.61, 'avg_tokens_per_second': 13545.55}
{'loss': 0.9408, 'grad_norm': 5.778680801391602, 'learning_rate': 4.019237886466839e-07, 'epoch': 0.09, 'num_input_tokens_seen': 1634304, 'step': 17, 'step_time_sec': 6.51, 'avg_step_time_sec': 7.03, 'time_to_completion_sec': 21.09, 'estimated_total_time_sec': 140.62, 'step_peak_memory_allocated_MB': 34548.68, 'step_peak_memory_reserved_MB': 54170.0, 'total_peak_memory_allocated_MB': 36866.89, 'total_peak_memory_reserved_MB': 54170.0, 'step_tokens_per_second': 13693.24, 'avg_tokens_per_second': 13554.09}
{'loss': 0.9794, 'grad_norm': 6.077749729156494, 'learning_rate': 1.8092213764227505e-07, 'epoch': 0.1, 'num_input_tokens_seen': 1713152, 'step': 18, 'step_time_sec': 5.24, 'avg_step_time_sec': 6.93, 'time_to_completion_sec': 13.85, 'estimated_total_time_sec': 138.51, 'step_peak_memory_allocated_MB': 34548.56, 'step_peak_memory_reserved_MB': 54170.0, 'total_peak_memory_allocated_MB': 36866.89, 'total_peak_memory_reserved_MB': 54170.0, 'step_tokens_per_second': 15045.03, 'avg_tokens_per_second': 13620.46}
{'loss': 0.9236, 'grad_norm': 6.086826801300049, 'learning_rate': 4.557674096337594e-08, 'epoch': 0.1, 'num_input_tokens_seen': 1786880, 'step': 19, 'step_time_sec': 4.99, 'avg_step_time_sec': 6.82, 'time_to_completion_sec': 6.82, 'estimated_total_time_sec': 136.36, 'step_peak_memory_allocated_MB': 34548.54, 'step_peak_memory_reserved_MB': 54170.0, 'total_peak_memory_allocated_MB': 36866.89, 'total_peak_memory_reserved_MB': 54170.0, 'step_tokens_per_second': 14766.24, 'avg_tokens_per_second': 13667.07}
{'loss': 0.9579, 'grad_norm': 5.354769706726074, 'learning_rate': 0.0, 'epoch': 0.11, 'num_input_tokens_seen': 1893376, 'step': 20, 'step_time_sec': 7.73, 'avg_step_time_sec': 6.87, 'time_to_completion_sec': 0.0, 'estimated_total_time_sec': 137.32, 'step_peak_memory_allocated_MB': 34548.61, 'step_peak_memory_reserved_MB': 54170.0, 'total_peak_memory_allocated_MB': 36866.89, 'total_peak_memory_reserved_MB': 54170.0, 'step_tokens_per_second': 13773.9, 'avg_tokens_per_second': 13673.41}
{'train_runtime': 141.7794, 'train_samples_per_second': 36.112, 'train_steps_per_second': 0.141, 'train_loss': 1.976116743683815, 'epoch': 0.11, 'num_input_tokens_seen': 1893376, 'step': 20, 'step_time_sec': 7.73, 'avg_step_time_sec': 6.87, 'time_to_completion_sec': 0.0, 'estimated_total_time_sec': 137.32, 'step_peak_memory_allocated_MB': 34548.61, 'step_peak_memory_reserved_MB': 54170.0, 'total_peak_memory_allocated_MB': 36866.89, 'total_peak_memory_reserved_MB': 54170.0, 'step_tokens_per_second': 13773.9, 'avg_tokens_per_second': 13673.41}
