{'loss': 8.2485, 'grad_norm': 585.9185180664062, 'learning_rate': 3e-06, 'epoch': 0.01, 'num_input_tokens_seen': 93184}
{'loss': 8.1413, 'grad_norm': 588.1585083007812, 'learning_rate': 6e-06, 'epoch': 0.01, 'num_input_tokens_seen': 178176, 'step': 2, 'step_time_sec': 7.74, 'avg_step_time_sec': 7.74, 'time_to_completion_sec': 139.35, 'estimated_total_time_sec': 154.83, 'step_peak_memory_allocated_MB': 34547.91, 'step_peak_memory_reserved_MB': 45366.0, 'total_peak_memory_allocated_MB': 34547.91, 'total_peak_memory_reserved_MB': 45366.0, 'step_tokens_per_second': 10978.65, 'avg_tokens_per_second': 10978.65}
{'loss': 3.9632, 'grad_norm': 195.0553741455078, 'learning_rate': 5.954423259036625e-06, 'epoch': 0.02, 'num_input_tokens_seen': 262144, 'step': 3, 'step_time_sec': 7.77, 'avg_step_time_sec': 7.75, 'time_to_completion_sec': 131.81, 'estimated_total_time_sec': 155.07, 'step_peak_memory_allocated_MB': 35566.6, 'step_peak_memory_reserved_MB': 47984.0, 'total_peak_memory_allocated_MB': 35566.6, 'total_peak_memory_reserved_MB': 47984.0, 'step_tokens_per_second': 10812.81, 'avg_tokens_per_second': 10895.6}
{'loss': 2.0426, 'grad_norm': 80.8126220703125, 'learning_rate': 5.819077862357725e-06, 'epoch': 0.02, 'num_input_tokens_seen': 348160, 'step': 4, 'step_time_sec': 8.59, 'avg_step_time_sec': 8.03, 'time_to_completion_sec': 128.51, 'estimated_total_time_sec': 160.64, 'step_peak_memory_allocated_MB': 34780.55, 'step_peak_memory_reserved_MB': 47984.0, 'total_peak_memory_allocated_MB': 35566.6, 'total_peak_memory_reserved_MB': 47984.0, 'step_tokens_per_second': 10015.0, 'avg_tokens_per_second': 10581.72}
{'loss': 1.6199, 'grad_norm': 46.74016189575195, 'learning_rate': 5.598076211353317e-06, 'epoch': 0.03, 'num_input_tokens_seen': 438272, 'step': 5, 'step_time_sec': 7.88, 'avg_step_time_sec': 7.99, 'time_to_completion_sec': 119.91, 'estimated_total_time_sec': 159.88, 'step_peak_memory_allocated_MB': 39553.76, 'step_peak_memory_reserved_MB': 58098.0, 'total_peak_memory_allocated_MB': 39553.76, 'total_peak_memory_reserved_MB': 58098.0, 'step_tokens_per_second': 11434.82, 'avg_tokens_per_second': 10791.96}
{'loss': 1.2062, 'grad_norm': 19.056657791137695, 'learning_rate': 5.298133329356934e-06, 'epoch': 0.03, 'num_input_tokens_seen': 548864, 'step': 6, 'step_time_sec': 8.74, 'avg_step_time_sec': 8.14, 'time_to_completion_sec': 114.0, 'estimated_total_time_sec': 162.86, 'step_peak_memory_allocated_MB': 41546.57, 'step_peak_memory_reserved_MB': 69336.0, 'total_peak_memory_allocated_MB': 41546.57, 'total_peak_memory_reserved_MB': 69336.0, 'step_tokens_per_second': 12655.44, 'avg_tokens_per_second': 11191.92}
{'loss': 1.1238, 'grad_norm': 35.999755859375, 'learning_rate': 4.928362829059618e-06, 'epoch': 0.04, 'num_input_tokens_seen': 644096, 'step': 7, 'step_time_sec': 9.55, 'avg_step_time_sec': 8.38, 'time_to_completion_sec': 108.9, 'estimated_total_time_sec': 167.54, 'step_peak_memory_allocated_MB': 42876.5, 'step_peak_memory_reserved_MB': 77330.0, 'total_peak_memory_allocated_MB': 42876.5, 'total_peak_memory_reserved_MB': 77330.0, 'step_tokens_per_second': 9976.31, 'avg_tokens_per_second': 10961.05}
{'loss': 1.049, 'grad_norm': 14.372330665588379, 'learning_rate': 4.5e-06, 'epoch': 0.04, 'num_input_tokens_seen': 727040, 'step': 8, 'step_time_sec': 7.36, 'avg_step_time_sec': 8.23, 'time_to_completion_sec': 98.78, 'estimated_total_time_sec': 164.64, 'step_peak_memory_allocated_MB': 38222.83, 'step_peak_memory_reserved_MB': 57264.0, 'total_peak_memory_allocated_MB': 42876.5, 'total_peak_memory_reserved_MB': 77330.0, 'step_tokens_per_second': 11264.11, 'avg_tokens_per_second': 10999.77}
{'loss': 1.047, 'grad_norm': 25.11756134033203, 'learning_rate': 4.0260604299770066e-06, 'epoch': 0.05, 'num_input_tokens_seen': 821248, 'step': 9, 'step_time_sec': 8.87, 'avg_step_time_sec': 8.31, 'time_to_completion_sec': 91.43, 'estimated_total_time_sec': 166.24, 'step_peak_memory_allocated_MB': 34547.87, 'step_peak_memory_reserved_MB': 57264.0, 'total_peak_memory_allocated_MB': 42876.5, 'total_peak_memory_reserved_MB': 77330.0, 'step_tokens_per_second': 10619.04, 'avg_tokens_per_second': 10948.98}
{'loss': 0.9893, 'grad_norm': 9.104869842529297, 'learning_rate': 3.5209445330007917e-06, 'epoch': 0.05, 'num_input_tokens_seen': 903168, 'step': 10, 'step_time_sec': 6.9, 'avg_step_time_sec': 8.15, 'time_to_completion_sec': 81.55, 'estimated_total_time_sec': 163.1, 'step_peak_memory_allocated_MB': 37558.28, 'step_peak_memory_reserved_MB': 57264.0, 'total_peak_memory_allocated_MB': 42876.5, 'total_peak_memory_reserved_MB': 77330.0, 'step_tokens_per_second': 11876.41, 'avg_tokens_per_second': 11036.14}
{'loss': 0.9898, 'grad_norm': 6.734010696411133, 'learning_rate': 3e-06, 'epoch': 0.06, 'num_input_tokens_seen': 991232, 'step': 11, 'step_time_sec': 8.72, 'avg_step_time_sec': 8.21, 'time_to_completion_sec': 73.9, 'estimated_total_time_sec': 164.22, 'step_peak_memory_allocated_MB': 41546.57, 'step_peak_memory_reserved_MB': 57264.0, 'total_peak_memory_allocated_MB': 42876.5, 'total_peak_memory_reserved_MB': 77330.0, 'step_tokens_per_second': 10100.84, 'avg_tokens_per_second': 10936.83}
{'loss': 0.9769, 'grad_norm': 6.254237651824951, 'learning_rate': 2.4790554669992093e-06, 'epoch': 0.07, 'num_input_tokens_seen': 1072128, 'step': 12, 'step_time_sec': 7.27, 'avg_step_time_sec': 8.13, 'time_to_completion_sec': 65.0, 'estimated_total_time_sec': 162.51, 'step_peak_memory_allocated_MB': 34547.89, 'step_peak_memory_reserved_MB': 57264.0, 'total_peak_memory_allocated_MB': 42876.5, 'total_peak_memory_reserved_MB': 77330.0, 'step_tokens_per_second': 11128.29, 'avg_tokens_per_second': 10952.4}
