{'loss': 8.2924, 'grad_norm': 575.2620849609375, 'learning_rate': 3e-06, 'epoch': 0.01, 'num_input_tokens_seen': 217088}
{'loss': 8.3221, 'grad_norm': 597.0530395507812, 'learning_rate': 6e-06, 'epoch': 0.02, 'num_input_tokens_seen': 417792, 'step': 2, 'step_time_sec': 14.01, 'avg_step_time_sec': 14.01, 'time_to_completion_sec': 252.25, 'estimated_total_time_sec': 280.28, 'step_peak_memory_allocated_MB': 42805.79, 'step_peak_memory_reserved_MB': 55978.0, 'total_peak_memory_allocated_MB': 42805.79, 'total_peak_memory_reserved_MB': 55978.0, 'step_tokens_per_second': 14321.55, 'avg_tokens_per_second': 14321.55}
{'loss': 4.0442, 'grad_norm': 197.80157470703125, 'learning_rate': 5.954423259036625e-06, 'epoch': 0.03, 'num_input_tokens_seen': 645120, 'step': 3, 'step_time_sec': 15.24, 'avg_step_time_sec': 14.63, 'time_to_completion_sec': 248.65, 'estimated_total_time_sec': 292.53, 'step_peak_memory_allocated_MB': 40253.5, 'step_peak_memory_reserved_MB': 55978.0, 'total_peak_memory_allocated_MB': 42805.79, 'total_peak_memory_reserved_MB': 55978.0, 'step_tokens_per_second': 14918.01, 'avg_tokens_per_second': 14632.26}
{'loss': 2.0076, 'grad_norm': 120.69437408447266, 'learning_rate': 5.819077862357725e-06, 'epoch': 0.04, 'num_input_tokens_seen': 839680, 'step': 4, 'step_time_sec': 15.23, 'avg_step_time_sec': 14.83, 'time_to_completion_sec': 237.25, 'estimated_total_time_sec': 296.56, 'step_peak_memory_allocated_MB': 45359.69, 'step_peak_memory_reserved_MB': 61802.0, 'total_peak_memory_allocated_MB': 45359.69, 'total_peak_memory_reserved_MB': 61802.0, 'step_tokens_per_second': 12773.6, 'avg_tokens_per_second': 13995.85}
{'loss': 1.682, 'grad_norm': 49.80896759033203, 'learning_rate': 5.598076211353317e-06, 'epoch': 0.05, 'num_input_tokens_seen': 1058816, 'step': 5, 'step_time_sec': 15.37, 'avg_step_time_sec': 14.96, 'time_to_completion_sec': 224.47, 'estimated_total_time_sec': 299.3, 'step_peak_memory_allocated_MB': 40253.5, 'step_peak_memory_reserved_MB': 61802.0, 'total_peak_memory_allocated_MB': 45359.69, 'total_peak_memory_reserved_MB': 61802.0, 'step_tokens_per_second': 14252.79, 'avg_tokens_per_second': 14061.84}
{'loss': 1.2117, 'grad_norm': 23.208406448364258, 'learning_rate': 5.298133329356934e-06, 'epoch': 0.07, 'num_input_tokens_seen': 1251328, 'step': 6, 'step_time_sec': 13.75, 'avg_step_time_sec': 14.72, 'time_to_completion_sec': 206.1, 'estimated_total_time_sec': 294.43, 'step_peak_memory_allocated_MB': 47064.03, 'step_peak_memory_reserved_MB': 68074.0, 'total_peak_memory_allocated_MB': 47064.03, 'total_peak_memory_reserved_MB': 68074.0, 'step_tokens_per_second': 14001.8, 'avg_tokens_per_second': 14050.63}
{'loss': 1.1129, 'grad_norm': 13.632952690124512, 'learning_rate': 4.928362829059618e-06, 'epoch': 0.08, 'num_input_tokens_seen': 1462272, 'step': 7, 'step_time_sec': 15.46, 'avg_step_time_sec': 14.85, 'time_to_completion_sec': 192.99, 'estimated_total_time_sec': 296.9, 'step_peak_memory_allocated_MB': 50471.36, 'step_peak_memory_reserved_MB': 75244.0, 'total_peak_memory_allocated_MB': 50471.36, 'total_peak_memory_reserved_MB': 75244.0, 'step_tokens_per_second': 13642.56, 'avg_tokens_per_second': 13979.79}
{'loss': 1.0696, 'grad_norm': 13.102575302124023, 'learning_rate': 4.5e-06, 'epoch': 0.09, 'num_input_tokens_seen': 1656832, 'step': 8, 'step_time_sec': 14.43, 'avg_step_time_sec': 14.79, 'time_to_completion_sec': 177.43, 'estimated_total_time_sec': 295.71, 'step_peak_memory_allocated_MB': 42805.79, 'step_peak_memory_reserved_MB': 75244.0, 'total_peak_memory_allocated_MB': 50471.36, 'total_peak_memory_reserved_MB': 75244.0, 'step_tokens_per_second': 13483.82, 'avg_tokens_per_second': 13910.65}
{'loss': 1.0026, 'grad_norm': 6.731611251831055, 'learning_rate': 4.0260604299770066e-06, 'epoch': 0.1, 'num_input_tokens_seen': 1839104, 'step': 9, 'step_time_sec': 12.25, 'avg_step_time_sec': 14.47, 'time_to_completion_sec': 159.15, 'estimated_total_time_sec': 289.37, 'step_peak_memory_allocated_MB': 38551.13, 'step_peak_memory_reserved_MB': 75244.0, 'total_peak_memory_allocated_MB': 50471.36, 'total_peak_memory_reserved_MB': 75244.0, 'step_tokens_per_second': 14880.13, 'avg_tokens_per_second': 14013.24}
{'loss': 0.9671, 'grad_norm': 6.380049228668213, 'learning_rate': 3.5209445330007917e-06, 'epoch': 0.11, 'num_input_tokens_seen': 2025472, 'step': 10, 'step_time_sec': 14.05, 'avg_step_time_sec': 14.42, 'time_to_completion_sec': 144.22, 'estimated_total_time_sec': 288.44, 'step_peak_memory_allocated_MB': 39402.99, 'step_peak_memory_reserved_MB': 75244.0, 'total_peak_memory_allocated_MB': 50471.36, 'total_peak_memory_reserved_MB': 75244.0, 'step_tokens_per_second': 13266.36, 'avg_tokens_per_second': 13932.41}
{'loss': 0.9825, 'grad_norm': 5.800619602203369, 'learning_rate': 3e-06, 'epoch': 0.12, 'num_input_tokens_seen': 2236416, 'step': 11, 'step_time_sec': 13.11, 'avg_step_time_sec': 14.29, 'time_to_completion_sec': 128.62, 'estimated_total_time_sec': 285.82, 'step_peak_memory_allocated_MB': 43656.8, 'step_peak_memory_reserved_MB': 75244.0, 'total_peak_memory_allocated_MB': 50471.36, 'total_peak_memory_reserved_MB': 75244.0, 'step_tokens_per_second': 16087.4, 'avg_tokens_per_second': 14130.13}
{'loss': 0.9465, 'grad_norm': 5.336782932281494, 'learning_rate': 2.4790554669992093e-06, 'epoch': 0.13, 'num_input_tokens_seen': 2482176, 'step': 12, 'step_time_sec': 15.45, 'avg_step_time_sec': 14.4, 'time_to_completion_sec': 115.17, 'estimated_total_time_sec': 287.93, 'step_peak_memory_allocated_MB': 50471.36, 'step_peak_memory_reserved_MB': 75244.0, 'total_peak_memory_allocated_MB': 50471.36, 'total_peak_memory_reserved_MB': 75244.0, 'step_tokens_per_second': 15904.1, 'avg_tokens_per_second': 14303.23}
