{'loss': 8.0855, 'grad_norm': 613.9248657226562, 'learning_rate': 3e-06, 'epoch': 0.0, 'num_input_tokens_seen': 45056}
{'loss': 8.2703, 'grad_norm': 585.4161376953125, 'learning_rate': 6e-06, 'epoch': 0.01, 'num_input_tokens_seen': 83968, 'step': 2, 'step_time_sec': 3.69, 'avg_step_time_sec': 3.69, 'time_to_completion_sec': 66.46, 'estimated_total_time_sec': 73.85, 'step_peak_memory_allocated_MB': 34547.78, 'step_peak_memory_reserved_MB': 47734.0, 'total_peak_memory_allocated_MB': 34547.78, 'total_peak_memory_reserved_MB': 47734.0, 'step_tokens_per_second': 10538.3, 'avg_tokens_per_second': 10538.3}
{'loss': 3.981, 'grad_norm': 188.097900390625, 'learning_rate': 5.954423259036625e-06, 'epoch': 0.01, 'num_input_tokens_seen': 120320, 'step': 3, 'step_time_sec': 2.98, 'avg_step_time_sec': 3.33, 'time_to_completion_sec': 56.68, 'estimated_total_time_sec': 66.69, 'step_peak_memory_allocated_MB': 34547.75, 'step_peak_memory_reserved_MB': 47734.0, 'total_peak_memory_allocated_MB': 34547.78, 'total_peak_memory_reserved_MB': 47734.0, 'step_tokens_per_second': 12213.84, 'avg_tokens_per_second': 11286.11}
{'loss': 1.9672, 'grad_norm': 75.80498504638672, 'learning_rate': 5.819077862357725e-06, 'epoch': 0.01, 'num_input_tokens_seen': 158208, 'step': 4, 'step_time_sec': 3.3, 'avg_step_time_sec': 3.32, 'time_to_completion_sec': 53.15, 'estimated_total_time_sec': 66.44, 'step_peak_memory_allocated_MB': 34547.71, 'step_peak_memory_reserved_MB': 48344.0, 'total_peak_memory_allocated_MB': 34547.78, 'total_peak_memory_reserved_MB': 48344.0, 'step_tokens_per_second': 11490.43, 'avg_tokens_per_second': 11353.71}
{'loss': 1.5253, 'grad_norm': 85.0716323852539, 'learning_rate': 5.598076211353317e-06, 'epoch': 0.01, 'num_input_tokens_seen': 204288, 'step': 5, 'step_time_sec': 4.57, 'avg_step_time_sec': 3.63, 'time_to_completion_sec': 54.51, 'estimated_total_time_sec': 72.68, 'step_peak_memory_allocated_MB': 34547.81, 'step_peak_memory_reserved_MB': 52650.0, 'total_peak_memory_allocated_MB': 34547.81, 'total_peak_memory_reserved_MB': 52650.0, 'step_tokens_per_second': 10081.56, 'avg_tokens_per_second': 10953.71}
{'loss': 1.1995, 'grad_norm': 21.463449478149414, 'learning_rate': 5.298133329356934e-06, 'epoch': 0.02, 'num_input_tokens_seen': 240640, 'step': 6, 'step_time_sec': 3.86, 'avg_step_time_sec': 3.68, 'time_to_completion_sec': 51.5, 'estimated_total_time_sec': 73.58, 'step_peak_memory_allocated_MB': 34547.68, 'step_peak_memory_reserved_MB': 52650.0, 'total_peak_memory_allocated_MB': 34547.81, 'total_peak_memory_reserved_MB': 52650.0, 'step_tokens_per_second': 9424.59, 'avg_tokens_per_second': 10633.06}
{'loss': 1.1067, 'grad_norm': 13.734850883483887, 'learning_rate': 4.928362829059618e-06, 'epoch': 0.02, 'num_input_tokens_seen': 291328, 'step': 7, 'step_time_sec': 4.61, 'avg_step_time_sec': 3.83, 'time_to_completion_sec': 49.84, 'estimated_total_time_sec': 76.68, 'step_peak_memory_allocated_MB': 34547.9, 'step_peak_memory_reserved_MB': 58456.0, 'total_peak_memory_allocated_MB': 34547.9, 'total_peak_memory_reserved_MB': 58456.0, 'step_tokens_per_second': 10993.9, 'avg_tokens_per_second': 10705.38}
{'loss': 1.0779, 'grad_norm': 11.76561450958252, 'learning_rate': 4.5e-06, 'epoch': 0.02, 'num_input_tokens_seen': 331264, 'step': 8, 'step_time_sec': 3.73, 'avg_step_time_sec': 3.82, 'time_to_completion_sec': 45.82, 'estimated_total_time_sec': 76.37, 'step_peak_memory_allocated_MB': 34547.77, 'step_peak_memory_reserved_MB': 58456.0, 'total_peak_memory_allocated_MB': 34547.9, 'total_peak_memory_reserved_MB': 58456.0, 'step_tokens_per_second': 10716.94, 'avg_tokens_per_second': 10706.99}
{'loss': 0.9848, 'grad_norm': 9.118276596069336, 'learning_rate': 4.0260604299770066e-06, 'epoch': 0.02, 'num_input_tokens_seen': 371200, 'step': 9, 'step_time_sec': 3.75, 'avg_step_time_sec': 3.81, 'time_to_completion_sec': 41.91, 'estimated_total_time_sec': 76.2, 'step_peak_memory_allocated_MB': 34547.72, 'step_peak_memory_reserved_MB': 58456.0, 'total_peak_memory_allocated_MB': 34547.9, 'total_peak_memory_reserved_MB': 58456.0, 'step_tokens_per_second': 10648.8, 'avg_tokens_per_second': 10699.83}
{'loss': 0.9389, 'grad_norm': 9.614729881286621, 'learning_rate': 3.5209445330007917e-06, 'epoch': 0.03, 'num_input_tokens_seen': 406016, 'step': 10, 'step_time_sec': 3.54, 'avg_step_time_sec': 3.78, 'time_to_completion_sec': 37.8, 'estimated_total_time_sec': 75.6, 'step_peak_memory_allocated_MB': 34547.7, 'step_peak_memory_reserved_MB': 58456.0, 'total_peak_memory_allocated_MB': 34547.9, 'total_peak_memory_reserved_MB': 58456.0, 'step_tokens_per_second': 9842.67, 'avg_tokens_per_second': 10610.7}
{'loss': 1.0044, 'grad_norm': 7.7040228843688965, 'learning_rate': 3e-06, 'epoch': 0.03, 'num_input_tokens_seen': 452096, 'step': 11, 'step_time_sec': 4.67, 'avg_step_time_sec': 3.87, 'time_to_completion_sec': 34.82, 'estimated_total_time_sec': 77.37, 'step_peak_memory_allocated_MB': 34547.76, 'step_peak_memory_reserved_MB': 58456.0, 'total_peak_memory_allocated_MB': 34547.9, 'total_peak_memory_reserved_MB': 58456.0, 'step_tokens_per_second': 9877.31, 'avg_tokens_per_second': 10522.26}
{'loss': 0.9574, 'grad_norm': 7.469859600067139, 'learning_rate': 2.4790554669992093e-06, 'epoch': 0.03, 'num_input_tokens_seen': 497664, 'step': 12, 'step_time_sec': 4.16, 'avg_step_time_sec': 3.89, 'time_to_completion_sec': 31.16, 'estimated_total_time_sec': 77.89, 'step_peak_memory_allocated_MB': 34547.78, 'step_peak_memory_reserved_MB': 58456.0, 'total_peak_memory_allocated_MB': 34547.9, 'total_peak_memory_reserved_MB': 58456.0, 'step_tokens_per_second': 10965.16, 'avg_tokens_per_second': 10565.22}
{'loss': 0.9682, 'grad_norm': 7.020305156707764, 'learning_rate': 1.973939570022994e-06, 'epoch': 0.04, 'num_input_tokens_seen': 535552, 'step': 13, 'step_time_sec': 4.69, 'avg_step_time_sec': 3.96, 'time_to_completion_sec': 27.72, 'estimated_total_time_sec': 79.21, 'step_peak_memory_allocated_MB': 34547.91, 'step_peak_memory_reserved_MB': 64452.0, 'total_peak_memory_allocated_MB': 34547.91, 'total_peak_memory_reserved_MB': 64452.0, 'step_tokens_per_second': 8082.56, 'avg_tokens_per_second': 10320.36}
{'loss': 0.9679, 'grad_norm': 7.082399368286133, 'learning_rate': 1.5000000000000007e-06, 'epoch': 0.04, 'num_input_tokens_seen': 570368, 'step': 14, 'step_time_sec': 3.76, 'avg_step_time_sec': 3.95, 'time_to_completion_sec': 23.67, 'estimated_total_time_sec': 78.91, 'step_peak_memory_allocated_MB': 34547.83, 'step_peak_memory_reserved_MB': 64452.0, 'total_peak_memory_allocated_MB': 34547.91, 'total_peak_memory_reserved_MB': 64452.0, 'step_tokens_per_second': 9251.86, 'avg_tokens_per_second': 10241.96}
{'loss': 0.9255, 'grad_norm': 6.57882833480835, 'learning_rate': 1.0716371709403819e-06, 'epoch': 0.04, 'num_input_tokens_seen': 611840, 'step': 15, 'step_time_sec': 3.77, 'avg_step_time_sec': 3.93, 'time_to_completion_sec': 19.66, 'estimated_total_time_sec': 78.65, 'step_peak_memory_allocated_MB': 34547.83, 'step_peak_memory_reserved_MB': 64452.0, 'total_peak_memory_allocated_MB': 34547.91, 'total_peak_memory_reserved_MB': 64452.0, 'step_tokens_per_second': 11011.19, 'avg_tokens_per_second': 10294.58}
{'loss': 0.9779, 'grad_norm': 6.684732437133789, 'learning_rate': 7.018666706430663e-07, 'epoch': 0.04, 'num_input_tokens_seen': 659456, 'step': 16, 'step_time_sec': 4.62, 'avg_step_time_sec': 3.98, 'time_to_completion_sec': 15.91, 'estimated_total_time_sec': 79.57, 'step_peak_memory_allocated_MB': 34547.76, 'step_peak_memory_reserved_MB': 64452.0, 'total_peak_memory_allocated_MB': 34547.91, 'total_peak_memory_reserved_MB': 64452.0, 'step_tokens_per_second': 10301.25, 'avg_tokens_per_second': 10295.1}
{'loss': 1.0009, 'grad_norm': 6.621752738952637, 'learning_rate': 4.019237886466839e-07, 'epoch': 0.05, 'num_input_tokens_seen': 703488, 'step': 17, 'step_time_sec': 4.31, 'avg_step_time_sec': 4.0, 'time_to_completion_sec': 12.0, 'estimated_total_time_sec': 79.98, 'step_peak_memory_allocated_MB': 34547.72, 'step_peak_memory_reserved_MB': 64452.0, 'total_peak_memory_allocated_MB': 34547.91, 'total_peak_memory_reserved_MB': 64452.0, 'step_tokens_per_second': 10223.6, 'avg_tokens_per_second': 10290.29}
{'loss': 0.9381, 'grad_norm': 6.525606155395508, 'learning_rate': 1.8092213764227505e-07, 'epoch': 0.05, 'num_input_tokens_seen': 756736, 'step': 18, 'step_time_sec': 4.68, 'avg_step_time_sec': 4.04, 'time_to_completion_sec': 8.08, 'estimated_total_time_sec': 80.78, 'step_peak_memory_allocated_MB': 34547.88, 'step_peak_memory_reserved_MB': 64452.0, 'total_peak_memory_allocated_MB': 34547.91, 'total_peak_memory_reserved_MB': 64452.0, 'step_tokens_per_second': 11378.16, 'avg_tokens_per_second': 10364.43}
{'loss': 0.9038, 'grad_norm': 9.099213600158691, 'learning_rate': 4.557674096337594e-08, 'epoch': 0.05, 'num_input_tokens_seen': 789504, 'step': 19, 'step_time_sec': 3.32, 'avg_step_time_sec': 4.0, 'time_to_completion_sec': 4.0, 'estimated_total_time_sec': 79.98, 'step_peak_memory_allocated_MB': 34547.79, 'step_peak_memory_reserved_MB': 64452.0, 'total_peak_memory_allocated_MB': 34547.91, 'total_peak_memory_reserved_MB': 64452.0, 'step_tokens_per_second': 9874.02, 'avg_tokens_per_second': 10341.82}
{'loss': 0.9605, 'grad_norm': 6.489699840545654, 'learning_rate': 0.0, 'epoch': 0.05, 'num_input_tokens_seen': 829952, 'step': 20, 'step_time_sec': 3.32, 'avg_step_time_sec': 3.96, 'time_to_completion_sec': 0.0, 'estimated_total_time_sec': 79.27, 'step_peak_memory_allocated_MB': 34547.77, 'step_peak_memory_reserved_MB': 64452.0, 'total_peak_memory_allocated_MB': 34547.91, 'total_peak_memory_reserved_MB': 64452.0, 'step_tokens_per_second': 12184.66, 'avg_tokens_per_second': 10423.06}
{'train_runtime': 81.7192, 'train_samples_per_second': 31.327, 'train_steps_per_second': 0.245, 'train_loss': 1.9370738327503205, 'epoch': 0.05, 'num_input_tokens_seen': 829952, 'step': 20, 'step_time_sec': 3.32, 'avg_step_time_sec': 3.96, 'time_to_completion_sec': 0.0, 'estimated_total_time_sec': 79.27, 'step_peak_memory_allocated_MB': 34547.77, 'step_peak_memory_reserved_MB': 64452.0, 'total_peak_memory_allocated_MB': 34547.91, 'total_peak_memory_reserved_MB': 64452.0, 'step_tokens_per_second': 12184.66, 'avg_tokens_per_second': 10423.06}
