{'loss': 1.8696, 'grad_norm': 22.63821792602539, 'learning_rate': 3e-06, 'epoch': 0.01, 'num_input_tokens_seen': 77824}
{'loss': 1.9484, 'grad_norm': 23.36460304260254, 'learning_rate': 6e-06, 'epoch': 0.01, 'num_input_tokens_seen': 142336, 'step': 2, 'step_time_sec': 5.68, 'avg_step_time_sec': 5.68, 'time_to_completion_sec': 102.28, 'estimated_total_time_sec': 113.65, 'step_peak_memory_allocated_MB': 38424.71, 'step_peak_memory_reserved_MB': 54308.0, 'total_peak_memory_allocated_MB': 38424.71, 'total_peak_memory_reserved_MB': 54308.0, 'step_tokens_per_second': 11352.94, 'avg_tokens_per_second': 11352.94}
{'loss': 1.7502, 'grad_norm': 21.999486923217773, 'learning_rate': 5.954423259036625e-06, 'epoch': 0.02, 'num_input_tokens_seen': 216064, 'step': 3, 'step_time_sec': 6.32, 'avg_step_time_sec': 6.0, 'time_to_completion_sec': 101.99, 'estimated_total_time_sec': 119.99, 'step_peak_memory_allocated_MB': 38714.72, 'step_peak_memory_reserved_MB': 55260.0, 'total_peak_memory_allocated_MB': 38714.72, 'total_peak_memory_reserved_MB': 55260.0, 'step_tokens_per_second': 11672.01, 'avg_tokens_per_second': 11520.91}
{'loss': 1.5702, 'grad_norm': 17.182828903198242, 'learning_rate': 5.819077862357725e-06, 'epoch': 0.02, 'num_input_tokens_seen': 305152, 'step': 4, 'step_time_sec': 9.0, 'avg_step_time_sec': 7.0, 'time_to_completion_sec': 111.98, 'estimated_total_time_sec': 139.98, 'step_peak_memory_allocated_MB': 39870.69, 'step_peak_memory_reserved_MB': 58200.0, 'total_peak_memory_allocated_MB': 39870.69, 'total_peak_memory_reserved_MB': 58200.0, 'step_tokens_per_second': 9901.48, 'avg_tokens_per_second': 10826.95}
{'loss': 1.4494, 'grad_norm': 11.547253608703613, 'learning_rate': 5.598076211353317e-06, 'epoch': 0.03, 'num_input_tokens_seen': 404480, 'step': 5, 'step_time_sec': 8.99, 'avg_step_time_sec': 7.5, 'time_to_completion_sec': 112.47, 'estimated_total_time_sec': 149.96, 'step_peak_memory_allocated_MB': 38714.72, 'step_peak_memory_reserved_MB': 58200.0, 'total_peak_memory_allocated_MB': 39870.69, 'total_peak_memory_reserved_MB': 58200.0, 'step_tokens_per_second': 11042.9, 'avg_tokens_per_second': 10891.72}
{'loss': 1.4254, 'grad_norm': 5.879363059997559, 'learning_rate': 5.298133329356934e-06, 'epoch': 0.03, 'num_input_tokens_seen': 490496, 'step': 6, 'step_time_sec': 8.06, 'avg_step_time_sec': 7.61, 'time_to_completion_sec': 106.53, 'estimated_total_time_sec': 152.19, 'step_peak_memory_allocated_MB': 38307.84, 'step_peak_memory_reserved_MB': 58200.0, 'total_peak_memory_allocated_MB': 39870.69, 'total_peak_memory_reserved_MB': 58200.0, 'step_tokens_per_second': 10677.44, 'avg_tokens_per_second': 10846.34}
{'loss': 1.3633, 'grad_norm': 5.628310680389404, 'learning_rate': 4.928362829059618e-06, 'epoch': 0.04, 'num_input_tokens_seen': 569344, 'step': 7, 'step_time_sec': 6.61, 'avg_step_time_sec': 7.44, 'time_to_completion_sec': 96.75, 'estimated_total_time_sec': 148.84, 'step_peak_memory_allocated_MB': 38424.71, 'step_peak_memory_reserved_MB': 58200.0, 'total_peak_memory_allocated_MB': 39870.69, 'total_peak_memory_reserved_MB': 58200.0, 'step_tokens_per_second': 11937.2, 'avg_tokens_per_second': 11007.71}
{'loss': 1.363, 'grad_norm': 6.167452335357666, 'learning_rate': 4.5e-06, 'epoch': 0.04, 'num_input_tokens_seen': 644096, 'step': 8, 'step_time_sec': 7.22, 'avg_step_time_sec': 7.41, 'time_to_completion_sec': 88.92, 'estimated_total_time_sec': 148.19, 'step_peak_memory_allocated_MB': 38307.84, 'step_peak_memory_reserved_MB': 58200.0, 'total_peak_memory_allocated_MB': 39870.69, 'total_peak_memory_reserved_MB': 58200.0, 'step_tokens_per_second': 10360.51, 'avg_tokens_per_second': 10917.68}
{'loss': 1.3532, 'grad_norm': 5.749115943908691, 'learning_rate': 4.0260604299770066e-06, 'epoch': 0.05, 'num_input_tokens_seen': 730112, 'step': 9, 'step_time_sec': 6.57, 'avg_step_time_sec': 7.3, 'time_to_completion_sec': 80.35, 'estimated_total_time_sec': 146.09, 'step_peak_memory_allocated_MB': 40160.94, 'step_peak_memory_reserved_MB': 59432.0, 'total_peak_memory_allocated_MB': 40160.94, 'total_peak_memory_reserved_MB': 59432.0, 'step_tokens_per_second': 13092.53, 'avg_tokens_per_second': 11162.19}
{'loss': 1.2993, 'grad_norm': 11.069995880126953, 'learning_rate': 3.5209445330007917e-06, 'epoch': 0.05, 'num_input_tokens_seen': 805888, 'step': 10, 'step_time_sec': 7.73, 'avg_step_time_sec': 7.35, 'time_to_completion_sec': 73.51, 'estimated_total_time_sec': 147.03, 'step_peak_memory_allocated_MB': 38307.89, 'step_peak_memory_reserved_MB': 59432.0, 'total_peak_memory_allocated_MB': 40160.94, 'total_peak_memory_reserved_MB': 59432.0, 'step_tokens_per_second': 9809.13, 'avg_tokens_per_second': 11004.21}
{'loss': 1.2707, 'grad_norm': 6.195251941680908, 'learning_rate': 3e-06, 'epoch': 0.06, 'num_input_tokens_seen': 879616, 'step': 11, 'step_time_sec': 7.22, 'avg_step_time_sec': 7.34, 'time_to_completion_sec': 66.04, 'estimated_total_time_sec': 146.77, 'step_peak_memory_allocated_MB': 38307.84, 'step_peak_memory_reserved_MB': 59432.0, 'total_peak_memory_allocated_MB': 40160.94, 'total_peak_memory_reserved_MB': 59432.0, 'step_tokens_per_second': 10210.95, 'avg_tokens_per_second': 10926.16}
{'loss': 1.2174, 'grad_norm': 3.4876794815063477, 'learning_rate': 2.4790554669992093e-06, 'epoch': 0.07, 'num_input_tokens_seen': 958464, 'step': 12, 'step_time_sec': 7.23, 'avg_step_time_sec': 7.33, 'time_to_completion_sec': 58.63, 'estimated_total_time_sec': 146.57, 'step_peak_memory_allocated_MB': 38307.89, 'step_peak_memory_reserved_MB': 59432.0, 'total_peak_memory_allocated_MB': 40160.94, 'total_peak_memory_reserved_MB': 59432.0, 'step_tokens_per_second': 10904.57, 'avg_tokens_per_second': 10924.22}
