{'loss': 8.4433, 'grad_norm': 583.9310302734375, 'learning_rate': 3e-06, 'epoch': 0.0, 'num_input_tokens_seen': 15360}
{'loss': 8.7729, 'grad_norm': 557.5946655273438, 'learning_rate': 6e-06, 'epoch': 0.0, 'num_input_tokens_seen': 38656, 'step': 2, 'step_time_sec': 2.42, 'avg_step_time_sec': 2.42, 'time_to_completion_sec': 43.53, 'estimated_total_time_sec': 48.37, 'step_peak_memory_allocated_MB': 34547.61, 'step_peak_memory_reserved_MB': 41324.0, 'total_peak_memory_allocated_MB': 34547.61, 'total_peak_memory_reserved_MB': 41324.0, 'step_tokens_per_second': 9633.34, 'avg_tokens_per_second': 9633.34}
{'loss': 4.1366, 'grad_norm': 209.24107360839844, 'learning_rate': 5.954423259036625e-06, 'epoch': 0.0, 'num_input_tokens_seen': 57856, 'step': 3, 'step_time_sec': 1.78, 'avg_step_time_sec': 2.1, 'time_to_completion_sec': 35.67, 'estimated_total_time_sec': 41.96, 'step_peak_memory_allocated_MB': 34547.61, 'step_peak_memory_reserved_MB': 43046.0, 'total_peak_memory_allocated_MB': 34547.61, 'total_peak_memory_reserved_MB': 43046.0, 'step_tokens_per_second': 10798.61, 'avg_tokens_per_second': 10127.08}
{'loss': 2.1455, 'grad_norm': 114.47319030761719, 'learning_rate': 5.819077862357725e-06, 'epoch': 0.01, 'num_input_tokens_seen': 75264, 'step': 4, 'step_time_sec': 1.67, 'avg_step_time_sec': 1.96, 'time_to_completion_sec': 31.29, 'estimated_total_time_sec': 39.11, 'step_peak_memory_allocated_MB': 34547.63, 'step_peak_memory_reserved_MB': 44548.0, 'total_peak_memory_allocated_MB': 34547.63, 'total_peak_memory_reserved_MB': 44548.0, 'step_tokens_per_second': 10424.34, 'avg_tokens_per_second': 10211.7}
{'loss': 1.6664, 'grad_norm': 52.36307144165039, 'learning_rate': 5.598076211353317e-06, 'epoch': 0.01, 'num_input_tokens_seen': 95232, 'step': 5, 'step_time_sec': 1.72, 'avg_step_time_sec': 1.9, 'time_to_completion_sec': 28.46, 'estimated_total_time_sec': 37.95, 'step_peak_memory_allocated_MB': 34547.63, 'step_peak_memory_reserved_MB': 44548.0, 'total_peak_memory_allocated_MB': 34547.63, 'total_peak_memory_reserved_MB': 44548.0, 'step_tokens_per_second': 11580.25, 'avg_tokens_per_second': 10522.59}
{'loss': 1.2677, 'grad_norm': 276.658447265625, 'learning_rate': 5.298133329356934e-06, 'epoch': 0.01, 'num_input_tokens_seen': 118528, 'step': 6, 'step_time_sec': 2.44, 'avg_step_time_sec': 2.01, 'time_to_completion_sec': 28.08, 'estimated_total_time_sec': 40.11, 'step_peak_memory_allocated_MB': 34547.62, 'step_peak_memory_reserved_MB': 44548.0, 'total_peak_memory_allocated_MB': 34547.63, 'total_peak_memory_reserved_MB': 44548.0, 'step_tokens_per_second': 9562.11, 'avg_tokens_per_second': 10289.21}
{'loss': 1.0699, 'grad_norm': 19.21833610534668, 'learning_rate': 4.928362829059618e-06, 'epoch': 0.01, 'num_input_tokens_seen': 135424, 'step': 7, 'step_time_sec': 1.67, 'avg_step_time_sec': 1.95, 'time_to_completion_sec': 25.34, 'estimated_total_time_sec': 38.99, 'step_peak_memory_allocated_MB': 34547.62, 'step_peak_memory_reserved_MB': 44548.0, 'total_peak_memory_allocated_MB': 34547.63, 'total_peak_memory_reserved_MB': 44548.0, 'step_tokens_per_second': 10114.88, 'avg_tokens_per_second': 10264.32}
{'loss': 1.097, 'grad_norm': 109.36627960205078, 'learning_rate': 4.5e-06, 'epoch': 0.01, 'num_input_tokens_seen': 155136, 'step': 8, 'step_time_sec': 2.04, 'avg_step_time_sec': 1.96, 'time_to_completion_sec': 23.55, 'estimated_total_time_sec': 39.25, 'step_peak_memory_allocated_MB': 34547.64, 'step_peak_memory_reserved_MB': 46140.0, 'total_peak_memory_allocated_MB': 34547.64, 'total_peak_memory_reserved_MB': 46140.0, 'step_tokens_per_second': 9669.18, 'avg_tokens_per_second': 10175.99}
{'loss': 1.1137, 'grad_norm': 20.452348709106445, 'learning_rate': 4.0260604299770066e-06, 'epoch': 0.01, 'num_input_tokens_seen': 175360, 'step': 9, 'step_time_sec': 2.43, 'avg_step_time_sec': 2.02, 'time_to_completion_sec': 22.23, 'estimated_total_time_sec': 40.43, 'step_peak_memory_allocated_MB': 34547.64, 'step_peak_memory_reserved_MB': 47828.0, 'total_peak_memory_allocated_MB': 34547.64, 'total_peak_memory_reserved_MB': 47828.0, 'step_tokens_per_second': 8308.38, 'avg_tokens_per_second': 9894.85}
{'loss': 1.04, 'grad_norm': 14.076403617858887, 'learning_rate': 3.5209445330007917e-06, 'epoch': 0.01, 'num_input_tokens_seen': 190464, 'step': 10, 'step_time_sec': 1.47, 'avg_step_time_sec': 1.96, 'time_to_completion_sec': 19.6, 'estimated_total_time_sec': 39.2, 'step_peak_memory_allocated_MB': 34547.61, 'step_peak_memory_reserved_MB': 47828.0, 'total_peak_memory_allocated_MB': 34547.64, 'total_peak_memory_reserved_MB': 47828.0, 'step_tokens_per_second': 10286.06, 'avg_tokens_per_second': 9927.42}
{'loss': 1.0086, 'grad_norm': 10.761783599853516, 'learning_rate': 3e-06, 'epoch': 0.02, 'num_input_tokens_seen': 205312, 'step': 11, 'step_time_sec': 1.3, 'avg_step_time_sec': 1.89, 'time_to_completion_sec': 17.04, 'estimated_total_time_sec': 37.87, 'step_peak_memory_allocated_MB': 34547.61, 'step_peak_memory_reserved_MB': 47828.0, 'total_peak_memory_allocated_MB': 34547.64, 'total_peak_memory_reserved_MB': 47828.0, 'step_tokens_per_second': 11448.86, 'avg_tokens_per_second': 10031.62}
{'loss': 1.0251, 'grad_norm': 10.564933776855469, 'learning_rate': 2.4790554669992093e-06, 'epoch': 0.02, 'num_input_tokens_seen': 221440, 'step': 12, 'step_time_sec': 1.54, 'avg_step_time_sec': 1.86, 'time_to_completion_sec': 14.89, 'estimated_total_time_sec': 37.22, 'step_peak_memory_allocated_MB': 34547.63, 'step_peak_memory_reserved_MB': 47828.0, 'total_peak_memory_allocated_MB': 34547.64, 'total_peak_memory_reserved_MB': 47828.0, 'step_tokens_per_second': 10492.57, 'avg_tokens_per_second': 10066.23}
